,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Eigenschaften,Lieferant,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Hinweis,Kann Spuren enthalten von ,Frischegarantie (mindestens),Ursprungsregion,Lagerung,Natrium,Ursprungsland,Inverkehrbringer,Beschreibung,Size,Delivery days,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Schär anzeigen,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Barilla anzeigen,Abtropfgewicht,Füllmenge,Unser Beitrag für Nachhaltigkeit,4. Anrichten,3. Abschrecken,2. Aufkochen,1. Auspacken,Produktgewicht,Bruttogewicht,FAO-Gebiet Bezeichnung,Drained weight,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Del Monte anzeigen,Bei Raumtemperatur lichtgeschützt aufbewahren. Nach dem Öffnen kühl (max. +7°C) lagern und innerhalb von 2 Tagen aufbrauchen. Mindestens haltbar bis,davon Polyole,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Nestlé anzeigen,Einfach ungesättigte Fettsäuren,Informationen zum Angebot,mehrfach ungesättigte Fettsäuren,Alkoholgehalt,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Toblerone anzeigen,.,,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Gille anzeigen,davon Stärke,Zubereitungsempfehlung (gekühltes Produkt),Zubereitungshinweis,Zubereitungsempfehlung,Freshness guarantee,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Alpro anzeigen,Pfand,Storage,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Ben & Jerry's anzeigen
3142,Iglo Green Cuisine Vegt. Chicken Schnitzel,"2,79€","iglo Vegane ""Chicken"" Schnitzel 200g , iglo GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/54416-iglo-iglo-green-cuisine-vegt-chicken-schnitzel/,https://bilder.kolonial.no/local_products/f1f79f67-92c4-439b-85ec-da2716534d06.jpg?auto=format&fit=max&w=800&s=e111ebb0a7e47977a563a6437fc6b69c,0.93 g,11 g,6 g,0.70 g,24 g,1.20 g,17 g,1272 kJ / 305 kcal,,"iglo GmbH, Postfach 570 521, 22774 Hamburg, Deutschland","# WEIZENPROTEIN rehydriert (40%), Rapsöl, Paniermehl (WEIZENMEHL, Hefe, Zucker, Salz), Wasser, WEIZENMEHL, Maismehl, Bambusfaser, Stabilisator: Methylcellulose1, Stärke, Salz, natürliches Aroma (WEIZEN), Knoblauchpulver, Pfeﬀer, Zwiebelpulver. Kann Spuren von MILCH und SENF enthalten. 1 Methylcellulose wird aus Pflanzen gewonnen und verleiht unserem veganen „Chicken“ Schnitzel Form und Textur. ",200 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,,Deutschland,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,Rügenwalder Veg. Mühlen Salami Snack,"2,95€","Vegetarische Mühlen Salami Minis 180g im Becher , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55718-rugenwalder-muhle-rugenwalder-veg-muhlen-salami-sn/,https://bilder.kolonial.no/local_products/d3e2c4b6-9b05-4825-a2c7-6d6fc0cdc275.jpg?auto=format&fit=max&w=767&s=80781f35112ea6dc06792633c82375c5,3.10 g,19 g,,0.80 g,5.50 g,1.30 g,19 g,1046 kJ / 251 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","Trinkwasser, Rapsöl, 16% WEIZENGLUTEN, EIKLAR* getrocknet, 4% WEIZENMEHL, Kochsalz, Gewürze, Gewürzextrakte, natürliches Aroma, Flohsamenschalen, Traubenzucker, Farbstoffe: Eisenoxide, Carotine; Rauch. Kann Spuren von Soja enthalten.*Wir verwenden Eier aus Freilandhaltung. ",200 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,Sojabohnen.,6 Tage,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,11.20 g,,4.50 g,,,,,,4.70 g,,,,,,,,
3144,Rügenwalder Vegetarisch Mühlen Würstchen Snack,"2,99€","Vegetarische Mühlen Würstchen Minis 180g im Becher , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55717-rugenwalder-muhle-rugenwalder-vegetarisch-muhlen-w/,https://bilder.kolonial.no/local_products/2772f19a-2efa-4bef-b851-320ff22a968e.jpg?auto=format&fit=max&w=1000&s=80a0608b6925af0a8d33f7d8e14b3f7e,2.80 g,8.80 g,5.10 g,1 g,1.10 g,1.50 g,19 g,911 kJ / 221 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","Trinkwasser, Rapsöl, 8% EIKLAR* getrocknet, Zwiebeln, Verdickungsmittel: Methylcellulose, Xanthan; Kochsalz, Branntweinessig, natürliches Aroma, Gewürze, Traubenzucker, Flohsamenschalen, Farbstoffe: Eisenoxide, Carotine; Rauch. Kann Spuren von Soja und Weizengluten enthalten. ",200 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,Gluten.,6 Tage,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,12.50 g,,5.10 g,,,,,,0.50 g,,,,,,,,
3145,Rügenwalder Vegane Mühlen Bratwurst 180g,"2,80€","Vegane Mühlen Bratwurst 180g , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50533-rugenwalder-muhle-rugenwalder-vegane-muhlen-bratwu/,https://bilder.kolonial.no/local_products/e1bf05e5-8d68-449f-bd15-284fca544dcf.jpg?auto=format&fit=max&w=1000&s=ecfa5cd5d38ce4b1120c099ffadf18c0,1.90 g,8.20 g,3.80 g,0.60 g,6.60 g,1 g,12 g,726 kJ / 175 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","Trinkwasser, Rapsöl, 7% Weizengluten, Zwiebeln, Stärke,
Verdickungsmittel: Methylcellulose, Carrageen; natürliches Aroma, Gewürzextrakte, Kochsalz, Ackerbohnenprotein, Branntweinessig, Haferfasern, 1% Weizenmehl, Gewürze, Traubenzucker. Kann Spuren von Ei und Soja enthalten.",180 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,"Eier, Sojabohnen.",,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,"Maximal 20 pro Person. Das Angebot ist gültig bis zum 30. April und solange der Vorrat reicht. Beachte bitte, dass Rabatte auf Produkte nicht reserviert werden, wenn du sie deinem Einkaufswagen hinzufügst. Sie gelten erst, wenn du den Zahlungvorgang abgeschlossen hast.",,,,,,,6 g,,,,,,,,
3146,Rügenwalder Vegetarischer Mühlen Snack Typ Salami,"0,99€","Der Vegetarische Mühlen Snack Typ Salami ist der perfekte Snack für jede Gelegenheit – ob im Home Office, unterwegs im Auto oder abends gemütlich auf der Couch. Er schmeckt wie eine Mini-Salami und ist ungekühlt haltbar. Statt Fleisch werden für den Vegetarischen Mühlen Snack Typ Salami Weizen und Eier aus Freilandhaltung sowie eine kleine Menge hochwertiges Rapsöl verwendet, welches viele gute Omega-3-Fettsäuren enthält. Ohne Zusatz von Geschmacksverstärkern. Zuckerarm. , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45463-rugenwalder-muhle-rugenwalder-vegetarischer-muhlen/,https://bilder.kolonial.no/local_products/03703b41-133d-4e59-86b1-adca000b87ee.jpg?auto=format&fit=max&w=1000&s=be1e7f00c6dcbc881fae1bf4187b81bb,3.50 g,16 g,,1 g,5.80 g,2.60 g,33 g,1592 kJ / 380 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","Trinkwasser, Rapsöl, 14% WEIZENGLUTEN, EIKLAR* getrocknet, 3,3% WEIZENMEHL, Kochsalz, natürliches Aroma, Gewürzextrakte, Gewürze, Flohsamenschalen, Traubenzucker, Farbstoffe: Eisenoxide, Carotin; Rauch. Unter Schutzatmosphäre verpackt. *Eier aus Freilandhaltung. Kann Spuren von SOJA enthalten. ",25 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3147,Rügenwalder Vegetarischer Mühlen Snack Typ Salami Teigmantel,"1,29€"," , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43156-rugenwalder-rugenwalder-vegetarischer-muhlen-snack/,https://bilder.kolonial.no/local_products/635ff741-c473-417f-a9a3-f5cad39544e6.jpg?auto=format&fit=max&w=1000&s=729ffe9a065a4ed7b7a435e19a97ecb9,2 g,13 g,,4.80 g,29 g,1.70 g,21 g,1491 kJ / 357 kcal,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland","30% WEIZENMEHL, Trinkwasser, Rapsöl, 8% WEIZENGLUTEN, Zucker, EIKLAR* getrocknet, Kochsalz, Hefe, natürliches Aroma, VOLLEI*, Gewürzextrakte, Gewürze, Traubenzucker, Flohsamenschalen, Acerolasaftkonzentrat, Farbstoffe: Eisenoxide, Carotin; WEIZENMALZMEHL, Rauch. *Wir verwenden Eier aus Freilandhaltung. ",50 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,13.20 g,,6.10 g,,,,,,24 g,,,,,,,,
3148,Bifi Veggie Sticks 3er,"1,95€","Vegetarisches Erzeugnis nach Art einer Salami auf Basis von Weizen, gegart.

SOURCE OF PROTEIN , FMCG DE Supplier Community hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/58168-bifi-bifi-veggie-sticks-3er/,https://bilder.kolonial.no/local_products/2eb1fb21-1c08-425d-97ae-ddb60e22cb3c.jpg?auto=format&fit=max&w=782&s=de8fe07e1e998da4b979a3e18e006598,2.70 g,15 g,,5.20 g,15 g,2.20 g,30 g,1626 kJ / 392 kcal,,"FMCG DE Supplier Community, Eyber Str. 81, , 91522 Ansbach","Wasser, Rapsöl, WEIZENEIWEIß 10%, HÜHNEREIWEIßPULVER, Feuchthaltemittel (Glycerin), Isomaltulose*, WEIZENMEHL 3,2%, jodiertes Speisesalz (Speisesalz, Kaliumiodat), Gewürze, Kartoffelstärke, Kräuter, Erbseneiweiß, Verdickungsmittel (Carrageen, Guarkernmehl), Säureregulatoren (Milchsäure, Citronensäure, Ascorbinsäure), Maltodextrin, Zucker, Hefeextrakt, Aromen, Raucharoma, Aromaextrakte, Farbstoffe (Eisenoxide), Karamellzucker.
* Isomaltulose ist eine Glukose- und Fruktosequelle. ",75 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3149,Bifi Veggie Roll,"1,85€","Weizengebäck mit 50 % vegetarischem Erzeugnis nach Art einer Salami auf Basis von Weizen, gegart. , FMCG DE Supplier Community hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/58169-bifi-bifi-veggie-roll/,https://bilder.kolonial.no/local_products/3d4b31c0-fc4d-444a-80c5-4166b95d021f.jpg?auto=format&fit=max&w=1000&s=21d1d370c3236c26dccb4051915505ef,2.10 g,13 g,,3.20 g,33 g,4.60 g,22 g,1623 kJ / 389 kcal,,"FMCG DE Supplier Community, Eyber Str. 81, , 91522 Ansbach","Mehl (WEIZEN, ROGGEN, ROGGENMALZ, WEIZENMALZ) 35%, Wasser, Rapsöl, WEIZENEIWEIß 6,8%, Palmöl, HÜHNEREIWEIßPULVER, Zucker, Feuchthaltemittel (Glycerin), jodiertes Speisesalz (Speisesalz, Kaliumiodat), Hefe, Kartoffelstärke, MAGERMILCHPULVER, Emulgatoren (Mono- und Diglyceride von Speisefettsäuren, Citronensäureester von Mono- und Diglyceriden von Speisefettsäuren, Mono- und Diacetylweinsäureester von Mono- und Diglyceriden von Speisefettsäuren), Karamellzucker, Gewürze, Kräuter, Erbseneiweiß, Verdickungsmittel (Carrageen, Guarkernmehl), HÜHNEREIGELBPULVER, Säureregulatoren (Milchsäure, Citronensäure, Ascorbinsäure), Maltodextrin, Isomaltulose*, Hefeextrakt, Aromen, Raucharoma, Farbstoffe (Carotin, Eisenoxide), Aromaextrakte, Backtriebmittel (Calciumcarbonat).
*Isomaltulose ist eine Glukose- und Fruktosequelle. ",80 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,planted kebab Original,"2,99€","Der planted.kebab schmeckt wie saftiges Dönerfleisch. Kann jedoch auf verschiedenste Weise Zubereitet werden - der Kebabgenuss ist garantiert. , Planted Foods GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/59111-planted-planted-kebab-original/,https://bilder.kolonial.no/local_products/305a85eb-18f0-4d85-b637-70761a894cc5.jpg?auto=format&fit=max&w=567&s=fcfd75118b9dbc1ed8176088026fae8e,19.70 g,4.20 g,,0.30 g,2.60 g,1 g,13.40 g,908 kJ / 218 kcal,,"Planted Foods GmbH, Birkenstr. 22, 10559 Berlin, Deutschland","Wasser, Erbsenprotein 26%, Rapsöl, ErbSENFasern, Gewürze, Salz, Hefe, Vitamin B12. ",160 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,6 Tage,Schweiz,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mariniere oder würze das Produkt nach deinem Geschmack. Erhitze Pflanzenöl in einer Pfanne. 3-5 Min. goldbraun anbraten. Bei höchstens 7°C aufbewahren. Nach dem Öffnen innerhalb von 3 Tagen konsumieren. Aufgetaut: Nicht wieder einfrieren.,,,,,,
3151,Billie Green vegane Salami Klassik,"1,59€","Billie Green Vegane Salami Klassik 70g , The Plantly Butchers GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55136-billie-green-billie-green-vegane-salami-klassik/,https://bilder.kolonial.no/local_products/3586225b-6142-45eb-9348-6e8c4980d78d.jpg?auto=format&fit=max&w=671&s=d1132a3b2ecd0f79271faef75b0b5d1c,3.40 g,33 g,3.60 g,4.70 g,9.50 g,0.80 g,9.60 g,1110 kJ / 264 kcal,,The Plantly Butchers GmbH & Co. KG,"34% WEIZENGLUTEN, Trinkwasser, 12% texturiertes WEIZENPROTEIN (WEIZENPROTEIN, WEIZENMEHL), Rapsöl, Zitronensaft aus Zitronensaftkonzentrat, färbende Lebensmittel: Rettichkonzentrat, Apfelkonzentrat, schwarzes Johannisbeerkonzentrat, Paprikakonzentrat, Karottenkonzentrat; Speisesalz, Knoblauch, Zitrusfaser, Zwiebel, natürliches Aroma, Dextrose, Hefeextrakt, Gewürze, Rauchsalz (Salz, Rauch), Reismehl, Karotte, Buchenholzrauch. Kann Spuren von Ei, Soja, Milch und Laktose enthalten. ",70 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,"Eier, Sojabohnen, Milch.",,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,planted chicken Natur,"2,99€","Pflanzliches Lebensmittel aus Erbsenprotein, zum Braten , Planted Foods GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/59113-planted-planted-chicken-natur/,https://bilder.kolonial.no/local_products/162108b7-af20-4986-bd22-9b9d57bcf1b2.jpg?auto=format&fit=max&w=567&s=8b32ea6bf7b5d84902b2289384dd0266,0.80 g,24 g,4.40 g,0 g,2.10 g,0.60 g,2.90 g,634 kJ / 151 kcal,,"Planted Foods GmbH, Birkenstr. 22, 10559 Berlin, Deutschland","Wasser, Erbsenprotein 33%, Erbsenfasern, Rapsöl, Vitamin B12.",160 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,Gluten.,6 Tage,Schweiz,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3153,Billie Green veganer Bacon in Scheiben,"1,99€","Billie Green Veganer Bacon 90g , The Plantly Butchers GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/51630-billie-green-billie-green-veganer-bacon-in-scheibe/,https://bilder.kolonial.no/local_products/3241f6ad-3810-44af-8fb7-d0e20a9c885e.jpg?auto=format&fit=max&w=668&s=9b232eb7d7e5f4f37dfe15c7381dcecf,2.80 g,35 g,2.30 g,5.40 g,7.40 g,0.80 g,6 g,960 kJ / 228 kcal,,The Plantly Butchers GmbH & Co. KG,"45% WEIZENGLUTEN, Trinkwasser, Knoblauch, Zitronensaft aus Zitronensaftkonzentrat, Rapsöl, Dextrose, Speisesalz, Tomatenmark, natürliches Aroma, fraktioniertes Erbsenmehl, färbende Lebensmittel: Paprikakonzentrat, Rettichkonzentrat, Karottenkonzentrat; 0,7% texturiertes WEIZENPROTEIN (WEIZENPROTEIN, WEIZENMEHL), Zitrusfaser, Rauchsalz (Salz, Rauch), Buchenholzrauch. Kann Spuren von Ei, Soja, Milch und Laktose enthalten. ",90 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,"Eier, Sojabohnen, Milch.",3 Tage,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,planted pulled BBQ,"2,99€"," , Planted Foods GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/59110-planted-planted-pulled-bbq/,https://bilder.kolonial.no/local_products/8ed61316-75f4-440e-8ff2-4b50fe19e24b.jpg?auto=format&fit=max&w=567&s=0f6c91a8e95ef3c145bea7ebdf2ad2f7,1.80 g,18 g,,6.10 g,8.50 g,0.50 g,4 g,609 kJ / 145 kcal,,"Planted Foods GmbH, Birkenstr. 22, 10559 Berlin, Deutschland","Wasser, Pflanzenproteine 22% (Erbse, Sonnenblume, Hafer), Tomaten, Apfelessig, Erbsenfasern, Apfelsaftkonzentrat, Zwiebeln, Rapsöl, brauner Zucker, Weissweinessig, Senfsamen, Gewürze, schwarzer Pfeffer, Knoblauch, Salz, Maisstärke, Hefe, Vitamin B12. ",160 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,5 Tage,Schweiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155,Billie Green vegane Schinkenwürfel,"1,99€","Billie Green Vegane Schinkenwürfel 3x30g , The Plantly Butchers GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/51632-billie-green-billie-green-vegane-schinkenwurfel/,https://bilder.kolonial.no/local_products/fe2a6d59-4e0e-4fd4-b6e1-3a95303b44bd.jpg?auto=format&fit=max&w=1000&s=c864595d5af30d26c32512c4a7f85a78,2.60 g,36 g,2.90 g,5.60 g,11 g,0.90 g,3.40 g,945 kJ / 224 kcal,,The Plantly Butchers GmbH & Co. KG,"42% WEIZENGLUTEN, Trinkwasser, Knoblauch, Dextrose, Zitronensaft aus Zitronensaftkonzentrat, Tomatenmark, färbende Lebensmittel: Paprikakonzentrat, Rettichkonzentrat, Karottenkonzentrat; Speisesalz, fraktioniertes Erbsenmehl, 1,2% texturiertes WEIZENPROTEIN (WEIZENPROTEIN, WEIZENMEHL), natürliches Aroma, Zitrusfaser, Rauchsalz (Salz, Rauch). Kann Spuren von Ei, Soja, Milch und Laktose enthalten. ",90 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,"Eier, Sojabohnen, Milch.",,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3156,planted chicken Kräuter Zitrone,"2,99€"," , Planted Foods GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/59112-planted-planted-chicken-krauter-zitrone/,https://bilder.kolonial.no/local_products/de628531-d2ac-48c8-8035-597056d94683.jpg?auto=format&fit=max&w=567&s=2d9be68d9e87d8d323dfdc2b3e6f973f,1.80 g,20 g,,0.50 g,2.80 g,1.20 g,13 g,894 kJ / 215 kcal,,"Planted Foods GmbH, Birkenstr. 22, 10559 Berlin, Deutschland","Wasser, 26 % Erbsenprotein, 17 % Marinade (Rapsöl, 11,2 % Zitronensaft, Senf (Wasser, Senfsamen, Branntweinessig, Speisesalz, Gewürze), Gewürze, Speisesalz, 3,1 % Kräuter (Rosmarin, Thymian), 2,2 % Zitronenschale), Erbsenfasern, Rapsöl, Vitamin B12. ",160 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,6 Tage,Schweiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3157,planted pulled Spicy Kräuter,"3,19€"," , Planted Foods GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/59109-planted-planted-pulled-spicy-krauter/,https://bilder.kolonial.no/local_products/1c63461a-aa69-47bd-85a1-60e68a2346c9.jpg?auto=format&fit=max&w=567&s=4b78ca9fff97639afdb88784814d67e2,1.80 g,19 g,,0.80 g,3.70 g,1.30 g,14 g,939 kJ / 226 kcal,,"Planted Foods GmbH, Birkenstr. 22, 10559 Berlin, Deutschland","Wasser, Pflanzenproteine 23% (Erbse, Sonnenblume, Hafer), Rapsöl, Erbsenfasern, Zitronensaft, Weissweinessig, Kräuter, Gewürzzubereitung, Salz, Maisstärke, Vitamin B12. ",160 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,,Schweiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,Like Meat Like Bratwurst,"2,54€","Vegane Bratwurst – herzhaft und lecker. Dieses Geräusch, wenn die Wurst auf dem Grill oder in der Pfanne brutzelt… da läuft Dir das Wasser im Mund zusammen? Gute Neuigkeiten: Das gibt‘s auch in vegan – Like Bratwurst macht’s möglich! Die Bratwurst auf Basis von Sojaprotein ist das absolute Highlight auf jedem Grill und schmeckt sogar echten Fleischfans. Außen knackig und innen saftig steht die herzhafte Grillwurst dem Original in nichts nach. Glaubst Du nicht? Probier’s aus! , Livekindly Production Oss b.V. hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/59859-likemeat-like-meat-like-bratwurst/,https://bilder.kolonial.no/local_products/756829df-8484-43f0-9b47-a5575f3128bc.jpg?auto=format&fit=max&w=801&s=5c3e73c0ef81ec185dec02f2ad35c024,1.20 g,12 g,,,2.70 g,5.10 g,8.30 g,600 kJ / 140 kcal,,"Livekindly Production Oss b.V., Speditionstraße 1,40221 Düsseldorf, Germany","Wasser, SOJAproteinkonzentrat 15 %, Kokosfett, Maiskeimöl, Kartoffelflocken, essbare Hülle (Wasser, 
 Geliermittel (Calciumalginat)), Gewürze (Koriander, Majoran, Pfeffer), Gewürzextrakte, Flohsamenschalen, 
 Würze, Verdickungsmittel (Methylcellulose), natürliches Aroma, Salz, Dextrose. ",200 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,6 Tage,Niederlande,,,,,,,,,,,,,,,,,,,,,,,,,,"Maximal 20 pro Person. Das Angebot ist gültig bis zum 30. April und solange der Vorrat reicht. Beachte bitte, dass Rabatte auf Produkte nicht reserviert werden, wenn du sie deinem Einkaufswagen hinzufügst. Sie gelten erst, wenn du den Zahlungvorgang abgeschlossen hast.",,,,,,,,"in Pfanne, 6 Minuten, mittlere Hitze; auf Grill: 6 Minuten, mehrfach wenden",,,,,,,
3159,Like Meat Like Rostbratwürstchen,"2,99€","Der beliebte deutsche Klassiker in Form von Like Rostbratwürstchen. Diese kleinen Würstchen haben es in sich: Pflanzlich und auf Erbsenproteinbasis, dazu eine saftige Textur und würziger Geschmack – von allen geliebt und einfach zu kombinieren. Probier es aus und genieße den Klassiker! , Livekindly Production Oss b.V. hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/59858-likemeat-like-meat-like-rostbratwurstchen/,https://bilder.kolonial.no/local_products/6ca50569-6719-4c27-bc5c-059c177f1887.jpg?auto=format&fit=max&w=799&s=98e4b8c06710c1e5564c7a1b3b8b54bb,1.30 g,12 g,,0.70 g,3.30 g,8.70 g,15 g,830 kJ / 200 kcal,,"Livekindly Production Oss b.V., Speditionstraße 1,40221 Düsseldorf, Germany","Wasser, Erbsenproteinisolat 8 %, texturiertes Erbsenprotein 6,5 %, Erbsenfasern, Kokosfett, Maiskeimöl, 
 Verdickungsmittel (Methylcellulose), Gewürze 1 %, natürliches Aroma, Dextrose, Würze, Salz, Gewürzextrakte, 
 Kartoffelflocken, Emulgator (Mono- und Diglyceride von Speisefettsäuren), Flohsamenschalen, Kurkuma. ",175 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,5 Tage,Niederlande,KühlproduktMuss zwischen 0-7 °C gelagert werden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"in Pfanne, 4 Minuten, mittlere Hitze; auf Grill, 4 Min., mehrfach wenden",,,,,,,
3160,Like Meat Like WOW Gyros,"2,99€","Like Gyros – leckeres veganes Gyros auf Basis von Sojaprotein. Dieser würzige Geschmack, jeder Biss saftig und lecker… Den griechischen Klassiker gibt es jetzt auch vegan: Like Gyros. Mit dem Soja-Gyros drehen wir den Grillspieß um – die pflanzliche Alternative schmeckt sogar den echten Fleischfans. Die Würzung und die typische Textur machen das vegane Gyros so lecker wie das Original. , Livekindly Production Oss b.V. hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/59865-likemeat-like-meat-like-wow-gyros/,https://bilder.kolonial.no/local_products/382b36a5-5dc9-4035-a52b-cdf584b8a3c2.jpg?auto=format&fit=max&w=800&s=eff7cfd81f766d42fb63abd2ed48a850,1.20 g,18 g,6.70 g,,,0.30 g,2.10 g,439 kJ / 105 kcal,,"Livekindly Production Oss b.V., Speditionstraße 1,40221 Düsseldorf, Germany","Wasser, SOJAproteinkonzentrat 25 %, Marinade 5 % (Wasser, Sonnenblumenöl, Salz, Gewürze, Kräuter, Paprikaextrakt, Dextrose, Verdickungsmittel (Johannisbrotkernmehl), Rosmarinextrakt, Pfefferextrakt), natürliche Aromen, Salz, Maltodextrin. ",180 Gramm,täglich,"Veggie, Vegan & Frei von",Fleisch & Fisch,oda,,,6 Tage,Niederlande,KühlproduktMuss zwischen 0-7 °C gelagert werden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"in Pfanne, 6 Minuten, mittlere Hitze",,,,,,,
