,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,protein,fiber,Sugar,carbohydrates,Fat,calorific value,Characteristics,supplier,May contain traces of,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,region of origin,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,Fett,Brennwert,Eigenschaften,Lieferant,Kann Spuren enthalten von ,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,hereof: saturated fatty acids,Size,Delivery days,Product InformationThe supplier has not provided us with detailed information about this product.View all Barilla products,davon gesättigte Fettsäuren,Ursprungsregion,country of origin,Ursprungsland,sodium,Description,drained weight,capacity,Abtropfgewicht,Unser Beitrag für Nachhaltigkeit,4. Anrichten,3. Abschrecken,2. Aufkochen,1. Auspacken,Freshness guarantee (minimum)
180,NaturWert organic sesame unpeeled,€2.29,"The tart, nutty sesame seeds taste great as a topping for salads, in or on bread and baked goods, but also in Asian dishes. , nutwork Handelsgesellschaft mbH has provided the above information.",https://oda.com//de/products/44760-naturwert-bio-naturwert-bio-sesam-ungeschalt/,https://bilder.kolonial.no/local_products/4cdc6f9b-dc77-43ee-bfe8-dd3b2d216a0f.jpg?auto=format&fit=max&w=578&s=4c5a8ead5322b84d3cea301df0156a7e,,24g,,0.90g,0.90g,51g,2452kJ,organic product,"nutwork Handelsgesellschaft mbH, Bankstrasse 28, 20097 Hamburg, Germany",,"Organic  sesame,  unpeeled*.  *from  controlled  organic  farming.  May contain  traces  of  CEREALS CONTAINING  GLUTEN , NUTS , PEANUTS , SOYA and LUPINS .       ",500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,Germany,,,,,,,,,,,,,,51g,,,,,,,,,,,,,,,,,,
181,NaturWert organic quinoa,€2.95,"Organic quinoa. , nutwork Handelsgesellschaft mbH has provided the above information.",https://oda.com//de/products/47329-naturwert-bio-naturwert-bio-quinoa/,https://bilder.kolonial.no/local_products/dc2bc9dd-f54a-4ace-8fce-09e84daceedb.jpg?auto=format&fit=max&w=561&s=8a34275b018279cca4215f1dc999d868,,13g,,2.20g,63g,6.40g,1579kJ,organic product,"nutwork Handelsgesellschaft mbH, Bankstrasse 28, 20097 Hamburg, Germany",,"Quinoa  from  certified  organic  farming.  May contain  traces  of  CEREALS CONTAINING  GLUTEN , NUTS , SESAME , SOYA and LUPINE .       ",400 grams,daily,"pasta, rice and cereals",Trained & Together,oda,Germany,,,,,,,,,,,,,,0.80g,,,,,,,,,,,,,,,,,,
182,BioGourmet Buckwheat Bulgur,€4.39,"BioGourmet Buckwheat Bulgur , Bio Gourmet GmbH has provided the above information.",https://oda.com//de/products/43287-biogourmet-biogourmet-buchweizen-bulgur/,https://bilder.kolonial.no/local_products/6c00f78c-c4a0-45a1-9cbd-38582dc938ad.jpg?auto=format&fit=max&w=636&s=5db21f6322162ccb7ec50663930f64fd,0.01g,8.30g,4.70g,0.60g,73g,2g,1489kJ / 351kcal,organic product,"Bio Gourmet GmbH, Ochsenweg 1, 71729 Erdmannhausen, Germany","gluten, nuts, sesame seeds.",Buckwheat** *from controlled ecological production **from biodynamic production,500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,Germany,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
183,Erks organic natural sesame,€2.29,"Organic sesame unpeeled. , Erks Mill has provided the above information.",https://oda.com//de/products/43703-erks-erks-bio-sesam-natur/,https://bilder.kolonial.no/local_products/e9773771-a35a-42f4-a152-0abe811203a7.jpg?auto=format&fit=max&w=564&s=6cd38b52a2a8d418aa89b7ff9bfde093,0.13g,20.90g,,0.20g,0.20g,50.40g,2483kJ / 593kcal,organic product,"Erks Mühle, Horster Hauptstrasse 5, 26446 Friedeburg, Germany",,Organic unpeeled  SESAME  .  From  organic  cultivation. ,250 grams,daily,"pasta, rice and cereals",Trained & Together,oda,Paraguay,,,,,,,,,,,,,,50.40g,,,,,,,,,,,,,,,,,,
184,Erks spelled grains Bioland,€3.85,"Bioland spelled grains. Only pure spelled varieties are used. , Erks Mill has provided the above information.",https://oda.com//de/products/44170-muhle-erks-erks-dinkelkorner-bioland/,https://bilder.kolonial.no/local_products/39b6c2dd-5917-410b-869f-5b9d1b112c64.jpg?auto=format&fit=max&w=726&s=3e75143fc5abde61fdedea0115a2b3cb,0.01g,12.50g,,0.70g,0.70g,2.70g,1461kJ / 349kcal,organic product,"Erks Mühle, Horster Hauptstrasse 5, 26446 Friedeburg, Germany",,SPELLED . ,1 kilogram,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,2.70g,,,,,,,,,,,,,,,,,,
185,Erks oat kernels Bioland,€3.79,"Bioland oat kernels. , Erks Mill has provided the above information.",https://oda.com//de/products/47573-muhle-erks-erks-haferkerne-bioland/,https://bilder.kolonial.no/local_products/4a7ff1c3-faa3-4544-907e-3edfc5ff724f.jpg?auto=format&fit=max&w=726&s=a871a563d75b0a51fb8addd4f7e0ddad,0.01g,12.50g,,1.20g,1.20g,5.90g,1527kJ / 365kcal,organic product,"Erks Mühle, Horster Hauptstrasse 5, 26446 Friedeburg, Germany",,OAT KERNELS . ,1 kilogram,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,5.90g,,,,,,,,,,,,,,,,,,
186,Erks Grünkern Bioland,€4.69,"Grünkern Bioland. , Erks Mill has provided the above information.",https://oda.com//de/products/46181-muhle-erks-erks-grunkern-bioland/,https://bilder.kolonial.no/local_products/c017fa34-6cbc-43d4-9daa-52f199304506.jpg?auto=format&fit=max&w=452&s=24aaf9686a639815eeb6c6be954a4f8a,,,,,,,,organic product,"Erks Mühle, Horster Hauptstrasse 5, 26446 Friedeburg, Germany",,GREEN SEEDS . ,500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Erks wheat grains Bioland,€2.49,"Organic wheat grains. , Erks Mill has provided the above information.",https://oda.com//de/products/42965-muhle-erks-erks-weizenkorner-bioland/,https://bilder.kolonial.no/local_products/7477c236-e950-45dc-8f9e-0fc3450322d6.jpg?auto=format&fit=max&w=542&s=c158c5f17120d6327cb07e48529162ad,0.02g,11.40g,,0.70g,0.70g,1.80g,1389kJ / 332kcal,organic product,"Erks Mühle, Horster Hauptstrasse 5, 26446 Friedeburg, Germany",,WHEAT GRAINS . ,1 kilogram,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,1.80g,,,,,,,,,,,,,,,,,,
188,Erks Rye Grains Bioland,€2.49,"Cleaned and easily bakeable rye. , Erks Mill has provided the above information.",https://oda.com//de/products/46913-muhle-erks-erks-roggenkorner-bioland/,https://bilder.kolonial.no/local_products/5d4039dd-636f-40a8-8b52-feab33400892.jpg?auto=format&fit=max&w=540&s=aca03ab7e5714fec1c8c6a62b1cffab5,,6.50g,,1g,1g,1.70g,1368kJ / 327kcal,organic product,"Erks Mühle, Horster Hauptstrasse 5, 26446 Friedeburg, Germany",,RYE GRAINS . ,1 kilogram,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,1.70g,,,,,,,,,,,,,,,,,,
189,Erk's organic millet,€2.29," , Erks Mill has provided the above information.",https://oda.com//de/products/47071-erks-erks-bio-hirse/,https://bilder.kolonial.no/local_products/b47e2191-3e83-4e6e-af0c-f98dfa070b00.jpg?auto=format&fit=max&w=476&s=3840c3c2402c5ed7bb0260bbe861fd96,0.01g,10.60g,,1.60g,68.80g,3.90g,1533kJ / 360kcal,organic product,"Erks Mühle, Horster Hauptstrasse 5, 26446 Friedeburg, Germany",,organic millet,500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,Austria,,,,,,,,,,,,,,0.90g,,,,,,,,,,,,,,,,,,
190,Küchenmeister soft wheat semolina,€0.75,"Soft wheat semolina, fine-grained and husk-free, 500 g , Frießinger Mühle GmbH has provided the above information.",https://oda.com//de/products/43121-kuchenmeister-kuchenmeister-weichweizengriess/,https://bilder.kolonial.no/local_products/586e60e5-cfd5-4e8f-92da-778af53463e2.jpg?auto=format&fit=max&w=543&s=0d1f355aec8b7ce4c535ca3c81bbccb8,0.01g,11g,4g,0.80g,69g,0.80g,1413kJ / 333kcal,,"Friessinger Mühle GmbH, Brühlstrasse 13, 74206 Bad Wimpfen, Germany",,"SOFT WHEAT semolina , contains GLUTEN   ",500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,0.10g,,,,,,Germany,,,,,,,,,,,,
191,Küchenmeister durum wheat semolina,€0.99,"fine cooking. Semolina made from durum wheat, fine-grained and husk-free. , Frießinger Mühle GmbH has provided the above information.",https://oda.com//de/products/46990-kuchenmeister-kuchenmeister-hartweizengriess/,https://bilder.kolonial.no/local_products/b817013f-9a7f-4aef-b90f-29ee463b4ff7.jpg?auto=format&fit=max&w=542&s=3547145ab1bd1fed5d977d6b75f9c327,0.01g,12g,4g,0.80g,69g,0.80g,1430kJ / 337kcal,,"Friessinger Mühle GmbH, Brühlstrasse 13, 74206 Bad Wimpfen, Germany",,"DURUM WHEAT , contains GLUTEN , may contain traces of soy        ",500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,,,,,,,,,,,,,,,0.10g,,,,,,Germany,,,,,,,,,,,,
192,BioGourmet Spelled Bulgur,€4.39,"BioGourmet Spelled Bulgur , Bio Gourmet GmbH has provided the above information.",https://oda.com//de/products/45045-biogourmet-biogourmet-dinkel-bulgur/,https://bilder.kolonial.no/local_products/4cb2cea5-6743-4e86-a28d-62e6ceea6adf.jpg?auto=format&fit=max&w=636&s=d27a0819cbca7a5cd30d21ca8920dbaa,0.01g,14g,,0.20g,60g,2.60g,1434kJ / 339kcal,organic product,"Bio Gourmet GmbH, Ochsenweg 1, 71729 Erdmannhausen, Germany","nuts, sesame seeds.",SPELLED**  *from  controlled  ecological  production  **from  biodynamic  production ,500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,Germany,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
193,Meienburg chia seeds,€2.65,"Chia seeds , Meienburg GmbH Nuts Dry Fruits has provided the above information.",https://oda.com//de/products/47477-meienburg-meienburg-chia-samen/,https://bilder.kolonial.no/local_products/6cf0b7dd-ddd2-4029-b962-0caf8848429c.jpg?auto=format&fit=max&w=756&s=119ca4d28b741953ce5ac63f137d2eea,0g,15.60g,,0g,6.10g,31g,1817kJ / 432kcal,,"Meienburg GmbH Nuts Dried Fruits, Branterei 13, 26419 Schortens, Germany","Gluten, Eggs, Peanuts, Soybeans, Milk, Tree Nuts, Sesame Seeds.",Chia seeds (Salvia hispanica),150 grams,daily,"pasta, rice and cereals",Trained & Together,oda,Germany,,,,,,,,,,,,,,3.20g,,,,,,,,,,,,,,,,,,
194,Meienburg popcorn corn American,€1.95,"popcorn corn , Meienburg GmbH Nuts Dry Fruits has provided the above information.",https://oda.com//de/products/47798-meienburg-meienburg-popcorn-mais-amerikanisch/,https://bilder.kolonial.no/local_products/2b2e3f53-1c43-4c2a-bbe1-fc38812a029f.jpg?auto=format&fit=max&w=633&s=f0b89980e234118ea1d2571a74eae154,0g,12.70g,,1.30g,67.20g,5g,1623kJ / 386kcal,,"Meienburg GmbH Nuts Dried Fruits, Branterei 13, 26419 Schortens, Germany","Gluten, Eggs, Peanuts, Soybeans, Milk, Tree Nuts, Sesame Seeds.","Popcorn  (  Corn  ).  May  contain traces  of GLUTEN , EGG, PEANUTS , SOYA , MILK , NUTS , SESAME .         ",500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,Germany,,,,,,,,,,,,,,0.70g,,,,,,,,,,,,,,,,,,
195,Campo Verde demeter organic bulgur,€3.19,"Demeter bulgur made from durum wheat semolina , Campo Verde GmbH has provided the above information.",https://oda.com//de/products/49995-campo-verde-campo-verde-demeter-bio-bulgur/,https://bilder.kolonial.no/local_products/b03efaaa-bf2b-47ff-a830-0c7e6bee88d7.jpg?auto=format&fit=max&w=439&s=92f265267b53335a0ef070dce0933b87,0g,11.20g,,1.20g,65.20g,2.30g,1464kJ / 346kcal,organic product,"Campo Verde GmbH, Daisendorferstr. 6, 88690 Uhldingen-Mühlhofen, Germany",,"Bulgur  from  durum WHEAT**.  

**from  biodynamic  agriculture. ",500 grams,daily,"pasta, rice and cereals",Trained & Together,oda,Germany,,,,,,,,,,,,,,0.40g,,,,,,,,,,,,,,,,,,
196,Müller's Mühle red lentils,€2.29,"Red lentils have a gray-brown shell and a bright orange-red core. When cooked, the orange color turns yellowish. Cooking time: 10 minutes. Red lentils are suitable for salads, soups, side dishes for meat and poultry dishes, purees and stir-fries. , Müller's Mühle GmbH has provided the above information.",https://oda.com//de/products/43173-mullers-mullers-muhle-rote-linsen/,https://bilder.kolonial.no/local_products/f7d2ec27-f8fc-42d4-add2-bd6ed1ed68b5.jpg?auto=format&fit=max&w=614&s=03bcc2b3befa270cfda8cbc01ed512b9,0.01g,26g,12g,1.20g,49g,1.40g,1423kJ / 337kcal,,"Müller's Mühle GmbH, Am Stadthafen 42 -50, D - 45881 Gelsenkirchen - Schalke, Germany","soybeans, mustard.",Red lenses.,500 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,0.30g,,,,,,Germany,,,,,,,,,,,,
197,Muller's Mill Red Kidney Beans,€1.99,"This bean has a strong red skin and mealy core and a relatively sweet taste. Red kidney beans are suitable as an accompaniment to spicy meat dishes (e.g. chili con carne) and for salads. , Müller's Mühle GmbH has provided the above information.",https://oda.com//de/products/46760-mullers-muhle-mullers-muhle-red-kidney-bohnen/,https://bilder.kolonial.no/local_products/650e7d48-b97a-4440-a3e4-569c3331f759.jpg?auto=format&fit=max&w=556&s=a4fffca1e7f96ee6ce6aa40fe102ece5,,21g,,2.50g,2.50g,1.50g,1227kJ / 293kcal,,"Müller's Mühle GmbH, Am Stadthafen 42 -50, D - 45881 Gelsenkirchen - Schalke, Germany","soybeans, mustard.",Red kidney beans.,500 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,1.50g,,,,,,Germany,,,,,,,,,,,,
198,"BIO COMPANY Organic soy granules, fine",€2.59,"The soy granules have a pleasant structure and good bite, perfect as a meat alternative in minced meat dishes and versatile. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52503-bio-company-bio-company-bio-sojagranulat-fein/,https://bilder.kolonial.no/local_products/9270b933-c624-4c19-89d9-782e8f7a74ac.jpg?auto=format&fit=max&w=450&s=58c982b944ef476383d3ddbae6687dff,0.12g,52g,16g,7g,20g,6g,1574kJ / 375kcal,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Gluten, Shellfish, Peanuts, Tree Nuts, Sesame Seeds.",SOYA flour*  textured ,250 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,BIO COMPANY Organic white beans,€2.69,"Pleasantly mild beans that absorb the aroma of herbs and spices well. Of floury-creamy consistency, without falling apart. , BIO COMPANY has provided the above information.",https://oda.com//de/products/52463-bio-company-bio-company-bio-weisse-bohnen/,https://bilder.kolonial.no/local_products/3d4bb445-5a67-4584-8553-acc0999a988f.jpg?auto=format&fit=max&w=450&s=bc815c0a97dfd125763a71a9a6602262,0.05g,7.90g,4.80g,1.20g,17g,0.70g,319kJ / 76kcal,organic product,"BIO COMPANY, Rheinstrasse 45-46, 12161 Berlin, Germany",,"White beans*, water * from controlled organic cultivation",500 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,0.20g,,,,,,,,,,,,,,,,,,
200,Bonduelle Kidney Bohnen,"1,29€","Rote Bohnen sind einfach unschlagbar, wenn man es herzhaft mag. Mit Kidney Bohnen hat man im Handumdrehen ein scharfes Chili con Carne, ein deftiges Pfannengericht oder auch einen richtig schön sättigenden Salat. Kochinspiration auf mexikanische Art. Ohne Konservierungsstoffe. Ohne zugesetzte Aromen. , BONDUELLE SAS hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47127-bonduelle-bonduelle-kidney-bohnen/,https://bilder.kolonial.no/local_products/805cf246-55c0-47f7-8ed6-7612833ca96c.png?auto=format&fit=max&w=583&s=a5125ef7f89e0f4d8b7dc6b43fc553de,,,,,,,,,,,,,,"pasta, rice and cereals",legumes,oda,,0.54 g,7.60 g,,2.50 g,2.50 g,0.60 g,462 kJ / 110 kcal,,BONDUELLE SAS,,"Kidney-Bohnen, Wasser, Zucker, Salz, Rotweinessig, Festigungsmittel Calciumchlorid.",125 Gramm,täglich,,,,,0.60 g,,,,,,,,,,,,,,
201,Bunch of white beans,€1.69,"The white beans are the combination artists par excellence. They go well with various vegetables. Try white beans mixed with other beans, with mushrooms, or with sauerkraut or savoy cabbage. They are not only suitable for classic German cuisine, but also for Mediterranean and exotic dishes. Perfect for soups, rustic casseroles or imaginative salad creations. A delicious temptation! Without preservative substances. Naturally high in protein. , BONDUELLE SAS has provided the above information.",https://oda.com//de/products/46512-bonduelle-bonduelle-weisse-bohnen/,https://bilder.kolonial.no/local_products/2e826805-1690-4b91-bc89-78ab2d17de96.jpg?auto=format&fit=max&w=833&s=2076179a35d9c554367748ad6dbba085,0.62g,6.60g,,0.60g,0.60g,0.70g,375kJ / 90kcal,,BONDUELLE SAS,,"Water, White Beans, Salt.",400 milliliters,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,0.70g,,,,,,,,,,250 grams,,,,,,,,
202,Müller's Mill Chickpeas,€1.99,"Legumes are among the most protein-rich plant foods. Due to their high nutritional value, they make a significant contribution to a balanced wholefood kitchen. Quality guarantee: Müller's Mühle only uses selected raw materials. All products are under constant control of our quality assurance. , Müller's Mühle GmbH has provided the above information.",https://oda.com//de/products/46675-mullers-muhle-mullers-muhle-kichererbsen/,https://bilder.kolonial.no/local_products/bf580d2d-3f8a-4654-b0d1-707bf87530af.jpg?auto=format&fit=max&w=556&s=bd6b8ba45a6e002fe71f2b3e4de1fdcc,,20g,,2.40g,2.40g,5.60g,1483kJ / 354kcal,,"Müller's Mühle GmbH, Am Stadthafen 42 -50, D - 45881 Gelsenkirchen - Schalke, Germany","soybeans, mustard.",Chickpeas.,500 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,5.60g,,,,,,Germany,,,,,,,,,,,,
203,Müller's Mühle Beluga lentils,€2.59,"Particularly fine, aromatic lentil specialty, offers an appealing decorative contrast to other dishes, only about 30 minutes cooking time. Ideal as an accompaniment to fish, seafood, pasta and salads. , Müller's Mühle GmbH has provided the above information.",https://oda.com//de/products/43179-mullers-muhle-mullers-muhle-beluga-linsen/,https://bilder.kolonial.no/local_products/0d206f4f-4643-4551-a3d6-86b65d75a74a.jpg?auto=format&fit=max&w=598&s=5adfec9ab687f7fcab5508384a04f741,0g,29g,,0.70g,0.70g,1.40g,1413kJ / 338kcal,,"Müller's Mühle GmbH, Am Stadthafen 42 -50, D - 45881 Gelsenkirchen - Schalke, Germany","soybeans, mustard.",Lenses.,500 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,1.40g,,,,,,Germany,,,,,,,,,,,,
204,Müller's Mill White Beans,€2.29,"""White beans"" is a collective term for white to cream-colored beans. White beans have a thin shell and are high in starch. That is why they cook soft and mealy. , Müller's Mühle GmbH has provided the above information.",https://oda.com//de/products/43163-mullers-muhle-mullers-muhle-weisse-bohnen/,https://bilder.kolonial.no/local_products/b0149f7e-f80d-43ce-9f0a-a9bf2a702871.jpg?auto=format&fit=max&w=556&s=50e271bf8b8fe88f6f50ff5c040fc8ce,0.01g,21g,,2.40g,2.40g,1.60g,1255kJ / 300kcal,,"Müller's Mühle GmbH, Am Stadthafen 42 -50, D - 45881 Gelsenkirchen - Schalke, Germany","soybeans, mustard.",White beans.,500 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,1.60g,,,,,,Germany,,,,,,,,,,,,
205,Müller's Mühle Yellow Lentils,€2.09,"Müllers´s Mühle Yellow Lentils are peeled, have a short cooking time without soaking, cook softly and take on the flavor of other ingredients well. With Müllers´s Mühle Yellow Lentils, you can create a variety of feel-good dishes such as soups, salads and spreads. For you, your family and friends - guaranteed delicious. Müllers´s Mühle Yellow Lentils are ideal for a plant-based diet. , Müller's Mühle GmbH has provided the above information.",https://oda.com//de/products/45369-mullers-muhle-mullers-muhle-gelbe-linsen/,https://bilder.kolonial.no/local_products/4ab7d6fa-89c6-4e44-8632-a3b5e2087c17.jpg?auto=format&fit=max&w=614&s=3da21045b8c826e20c031ba4a1ae4ead,,11g,,0.60g,0.60g,0.90g,637kJ / 152kcal,,"Müller's Mühle GmbH, Am Stadthafen 42 -50, D - 45881 Gelsenkirchen - Schalke, Germany","soybeans, mustard.","Yellow  Lentils.  May contain  traces  of  WHEAT , BARLEY , SOYA and MUSTARD .      ",500 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,0.90g,,,,,,Germany,,,,,,,,,,,,
206,Müller's Mühle plate lenses,€2.19,"MM plate lentils 500g , Müller's Mühle GmbH has provided the above information.",https://oda.com//de/products/43671-mullers-mullers-muhle-teller-linsen/,https://bilder.kolonial.no/local_products/50350136-31de-48f7-a78f-124e29421e2a.jpg?auto=format&fit=max&w=574&s=66c568a2944b559886d82861c2b4f2c8,0.01g,23g,15g,1.10g,50g,1.60g,1420kJ / 336kcal,,"Müller's Mühle GmbH, Am Stadthafen 42 -50, D - 45881 Gelsenkirchen - Schalke, Germany","soybeans, mustard.",Lenses.,500 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,0.40g,,,,,,Germany,,,,,,,,,,,,
207,Müllers Mühle Pardina lentils,€2.29,"Small lentils with a grey-brown skin and yellow interior. Ideal for refined, hearty lentil dishes, particularly flavorful, only 30 minutes cooking time. , Müller's Mühle GmbH has provided the above information.",https://oda.com//de/products/44815-mullers-muhle-mullers-muhle-pardina-linsen/,https://bilder.kolonial.no/local_products/58845f1a-1957-4b46-b1d7-522ec29ec4dd.jpg?auto=format&fit=max&w=598&s=3790cfa3064a951cc55a580ec6957062,0.01g,23g,15g,1.30g,50g,1.50g,1417kJ / 336kcal,,"Müller's Mühle GmbH, Am Stadthafen 42 -50, D - 45881 Gelsenkirchen - Schalke, Germany","soybeans, mustard.",Pardina lenses,500 grams,daily,"pasta, rice and cereals",legumes,oda,,,,,,,,,,,,,,,0.40g,,,,,,Germany,,,,,,,,,,,,
