0,Unnamed: 0,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,Protein,fiber,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,supplier,Region of origin,deposit,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Freshness guarantee (minimum),Refrigerated (+2 to +7°C) best before,Characteristics,Country of origin,Information about the offer,storage,May contain traces of,drained weight,of it strength,Description,Note on the freshness guarantee,Monounsaturated fatty acids,Insert currywurst slices,gross weight,"Store at room temperature protected from light. After opening, store in a cool place (max. +7°C) and use up within 2 days. Best before",Notice,thereof polyols,Polyunsaturated fatty acids
237,237,Meica Curryking Currywurst Poultry,"2,49€","CURRYKING GEFL.220 G , Meica GmbH & Co. KG has provided the above information.",https://oda.com//de/products/51648-meica-meica-curryking-currywurst-geflugel/,https://bilder.kolonial.no/local_products/4f1c5f84-6e5a-41b5-9416-521749c43291.jpg?auto=format&fit=max&w=1000&s=ebe8dc8c2a5cf369de7df985f2b28e24,1.60 g,8 g,in,12 g,12 g,2.10 g,7.50 g,618 kJ / 148 kcal,"Meica GmbH & Co. KG, Meicastrasse 6, 26188 Edewecht, Germany",Deutschland,in,"55% poultry sausages [poultry meat (turkey, chicken), drinking water, table salt, spices, spice extracts, dextrose, antioxidant: ascorbic acid, preservative: sodium nitrite, smoke], curry sauce [drinking water, tomato paste, sugar, brandy vinegar, apple pulp, modified starch, salt , spices, thickening agent: guar gum, locust bean gum], curry powder (in an extra sachet). . May contain traces of MILK PROTEIN, CELERY and MUSTARD.",220 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,in,in,in,"milk, celery, mustard.",in,in,in,in,in,in,in,in,in,in,in
238,238,Winger Juicy Hacksteaks,"2,49€","Juicy minced steaks in a strong, seasoned sauce with long-grain rice and a colorful mix of carrots, peas and corn. , Wingert Foods GmbH has provided the above information.",https://oda.com//de/products/43041-wingert-foods-wingert-saftige-hacksteaks/,https://bilder.kolonial.no/local_products/1d2d1d92-288e-4bd8-b394-7ea21984b654.jpg?auto=format&fit=max&w=1000&s=d822f9b5ae35fc65cea87f3be8d391e6,0.69 g,4.70 g,in,2.90 g,2.90 g,3.60 g,3.60 g,532 kJ / 127 kcal,"Wingert Foods GmbH, Neufelder Str. 22, 27472 Cuxhaven, Germany",Deutschland,in,"Rice preparation, cooked (28%) (water, long grain rice, rapeseed oil, thickener guar gum, emulsifier sunflower lecithins, rice flour, table salt, acidifier citric acid, antioxidant ascorbic acid, dextrose), water, minced steaks (15%) (pork partially finely chopped, breadcrumbs (WHEAT FLOUR, water, salt, yeast), onions, WHEAT GLUTEN, water, salt, spices, YELLOW FOUR), carrots (6%), peppers (3%), peas (2%), tomato paste, CELERY, onions, corn, sugar , Modified Starch, Spices, Salt, Thickeners (Cellulose Gum, Guar Gum), Garlic, Rapeseed Oil, Mustard (Water, MUSTARD SEEDS, Spirit Vinegar, Salt, Spices), Cream (COW'S MILK), Antioxidant Ascorbic Acid. Sealed under protective athmosphere. The product may contain traces of EGG, SOY, PEANUTS, NUTS and FISH.",460 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
239,239,Frosted Penne Gorgonzola,"4,69€","Penne Gorgonzola 500g , Frosta Tiefkuehlkost GmbH has provided the above information.",https://oda.com//de/products/48158-frosta-frosta-penne-gorgonzola/,https://bilder.kolonial.no/local_products/dd8aedbe-d1cc-48d4-aec5-c2a0aa2b5bae.jpg?auto=format&fit=max&w=985&s=c5f3c3ca392008f886b046ed163a48d6,1.03 g,5.50 g,1.40 g,1.20 g,15.50 g,3.60 g,6.10 g,594 kJ / 142 kcal,"Frosta Tiefkuehlkost GmbH, PO Box 29 03 64, DE 27533 Bremerhaven, Germany",in,in,"Cooked penne pasta (42%) (water, durum wheat semolina), WHOLE MILK, leaf spinach (14%), water, CREAM (for AT: RAHM), GORGONZOLA (3.8%), EDAMER, roux (WHEAT FLOUR, sunflower oil), BUTTER , salt, potato starch, rice flour, black pepper

We process many other products in our company. Therefore, this dish may contain traces of barley, rye, oats, crustaceans, eggs, fish, soy, celery, mustard and molluscs.",500 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,Deutschland,in,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in,in,in,in,in,in
240,240,Wingert pork roulade,"2,49€","Pork roulade in a spicy sauce with mashed potatoes and red cabbage. Ideal for the microwave. , Wingert Foods GmbH has provided the above information.",https://oda.com//de/products/45706-wingert-foods-wingert-schweineroulade/,https://bilder.kolonial.no/local_products/eb17b9ca-d92e-4c90-84d1-a529cfe294b6.jpg?auto=format&fit=max&w=1000&s=cd99267e2dcd2107b6a5851cb2f40707,0.85 g,4.10 g,in,2.30 g,9.20 g,0.50 g,1.80 g,304 kJ / 73 kcal,"Wingert Foods GmbH, PO Box 249, 27452, Cuxhaven",in,in,"Mashed potatoes (35%) (water, potatoes, rapeseed oil, table salt, emulsifier mono- and diglycerides of fatty acids, stabilizer diphosphates, antioxidant (SODIUM METABISULPHITE, ascorbic acid), spices), water, pork roulade (19%) (pork (58%), filling (42%)(pickles (cucumbers, water, vinegar, salt), onions, pork, breadcrumbs (WHEAT FLOUR, water, salt, yeast), mustard (water, MUSTARD SEEDS, salt, sugar, vinegar, spices), water, potato starch, Table salt, dextrose, spices)), red cabbage preparation (18%) (red cabbage, water, sugar, modified starch, table salt, thickening agent (cellulose gum, guar gum), rapeseed oil, antioxidant ascorbic acid, spices, brandy vinegar, apple juice concentrate, currant juice concentrate), mustard (water, MUSTARD SEEDS, spirit vinegar, table salt, spices), tomato paste, modified starch, spices (contains CELERY), sugar, table salt, thickeners (cellulose gum, guar gum), rapeseed oil, cream (COW'S MILK), sambal oelek (chili, paprika, water, table salt), caramelized sugar. Sealed under protective athmosphere. The product may contain traces of EGG, SOY, PEANUTS, NUTS and FISH.",480 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
241,241,Kampsen meatball balls,"2,99€","Kampsen meatballs, partly made from finely chopped pork, fried. Enjoy hot or cold! , Kampsen GmbH & Co. KG has provided the above information.",https://oda.com//de/products/46055-kampsen-kampsen-frikadellen-ballchen/,https://bilder.kolonial.no/local_products/6dd55656-f7aa-4753-87e5-021e6c064c12.jpg?auto=format&fit=max&w=503&s=8b191d555f2ecdbc6de727e5238c098a,1.60 g,13.50 g,in,1 g,1 g,22 g,22 g,1205 kJ / 288 kcal,"Kampsen GmbH & Co. KG, Alter Emsteker Weg 19, 49661 Cloppenburg, Germany",in,in,"80% pork + partly finely chopped, breadcrumbs (WHEAT FLOUR, water, table salt, yeast), onions, drinking water, table salt, WHEAT GLUTEN, spices, dextrose, rapeseed oil. *QS goods. Sealed under protective athmosphere.",300 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
242,242,Frosta Veggie Tortellini Tomato Cream,"4,69€","Tortellini Tomatoes - Cream 500g , Frosta Tiefkuehlkost GmbH has provided the above information.",https://oda.com//de/products/48159-frosta-frosta-veggie-tortellini-tomaten-sahne/,https://bilder.kolonial.no/local_products/71fe0bc8-f279-4610-96b2-5672e3bec823.jpg?auto=format&fit=max&w=985&s=bba67b726eb4a82c50012e5b30eb561b,0.89 g,4.30 g,1.60 g,3 g,17.80 g,1.80 g,4.30 g,548 kJ / 130 kcal,"Frosta Tiefkuehlkost GmbH, PO Box 29 03 64, DE 27533 Bremerhaven, Germany",in,in,"Cooked tortellini pasta (49%) (water, DURUM WHEAT, breadcrumbs (WHEAT FLOUR, salt, yeast), CHICKEN EGG, CREAM CHEESE, spinach, sunflower oil, salt, nutmeg), cherry tomatoes (18%), water, onions, tomato paste (for AT: 28% twice concentrated), CREAM (4%) (for AT: CREAM), arugula, roux (WHEAT FLOUR, sunflower oil), basil, salt, extra virgin olive oil, garlic, sugar, ground paprika, cayenne pepper, black pepper

We process many other products in our company. Therefore, this dish may contain traces of barley, rye, oats, crustaceans, fish, soy, celery, mustard and molluscs.",500 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,Deutschland,in,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in,in,in,in,in,in
243,243,Kampsen falafel balls,"1,49€","Kampsen falafel balls made from chickpeas, rice and soybeans, fried. , Kampsen GmbH & Co. KG has provided the above information.",https://oda.com//de/products/42806-kampsen-kampsen-falafel-ballchen/,https://bilder.kolonial.no/local_products/bea5c3bd-30be-48cb-bb1c-4731abe3c519.jpg?auto=format&fit=max&w=750&s=df024030b3685d2a377ea235e54163a9,1.08 g,8 g,in,3.80 g,3.80 g,17.20 g,17.20 g,291 kJ / 70 kcal,"Kampsen GmbH & Co. KG, Alter Emsteker Weg 19, 49661 Cloppenburg, Germany",Deutschland,in,"Chickpeas 43%, rice, rapeseed oil, breadcrumbs (WHEAT FLOUR, water, yeast, salt), edamame SOYBEANS, onions, spices, pea fibers, WHEAT GLUTEN, potato starch, table salt, water, dextrose. Sealed under protective athmosphere.",200 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
244,244,Frosta vegetable pan a la Provence,"3,49€","Vegetable pan alla Provence 480g , Frosta Tiefkuehlkost GmbH has provided the above information.",https://oda.com//de/products/48160-frosta-frosta-gemusepfanne-a-la-provence/,https://bilder.kolonial.no/local_products/3036e3e3-1cb3-4549-b73e-024175ff1a8f.jpg?auto=format&fit=max&w=985&s=dc27334e58fe9c004086fe6e96b2f108,0.81 g,1.70 g,2.40 g,3.60 g,6.30 g,0.30 g,1.50 g,211 kJ / 50 kcal,"Frosta Tiefkuehlkost GmbH, PO Box 29 03 64, DE 27533 Bremerhaven, Germany",in,in,"Carrots, Red Peppers, Sweetcorn, French Beans (for AT: Beans), Mushrooms, Onions, Water, Sunflower Oil, Salt, Extra Virgin Olive Oil, Potato Starch, Oregano, Thyme, Rosemary, Black Pepper

We process many other products in our company. Therefore, this product may contain traces of wheat, barley, rye, oats, crustaceans, eggs, fish, soy, milk, celery, mustard and molluscs.",480 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,Deutschland,in,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in,in,in,in,in,in
245,245,"Popp Baked Potatoes with Potato Cream, ready-to-serve potatoes","3,49€","A side dish of two pasteurized table potatoes with a separate quark/yoghurt preparation with fresh cucumbers and fine herbs. , Popp Feinkost GmbH has provided the above information.",https://oda.com//de/products/46090-popp-popp-baked-potatoes-mit-kartoffelcreme-servie/,https://bilder.kolonial.no/local_products/0a1bf44c-9897-4b63-8ffc-bf8aad708bdc.jpg?auto=format&fit=max&w=677&s=c2120dfe88dd74b8bf115e242d04f1a6,0.10 g,2 g,in,0.70 g,0.70 g,0.10 g,0.10 g,318 kJ / 76 kcal,"Popp Feinkost GmbH, Carl-Benz-Str. 3, 24568 Kaltenkirchen, Germany",in,in,"Potatoes, potato cream (LEAN QUARK 30%, rapeseed oil, water, YOGURT PRODUCT 12%, cucumbers 12%, sugar, corn starch, EGG yolk, brandy vinegar, onions, table salt, herbs, spices, MUSTARD SEEDS, dextrose, acidifier: acetic acid, tartaric acid (L+), citric acid; thickener: guar gum; preservatives: potassium sorbate, sodium benzoate).",650 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
246,246,Frosta vegetable pan alla Toscana,"3,49€","Vegetable pan alla Toscana , Frosta Tiefkuehlkost GmbH provided the above information.",https://oda.com//de/products/48161-frosta-frosta-gemusepfanne-alla-toscana/,https://bilder.kolonial.no/local_products/0dc24685-eaf3-48c3-98a6-10a70c07d714.jpg?auto=format&fit=max&w=985&s=52b3f853989c708e33042bd43992db48,0.97 g,1.50 g,2.40 g,3 g,3.30 g,0.30 g,1.90 g,171 kJ / 41 kcal,"Frosta Tiefkuehlkost GmbH, PO Box 29 03 64, DE 27533 Bremerhaven, Germany",in,in,"Broccoli, Carrots, Yellow Carrots, Cherry Tomatoes, Zucchini, Yellow Zucchini, Onions, Water, Sunflower Oil, Basil, Salt, Extra Virgin Olive Oil, Oregano, Garlic, Honey, Black Pepper

We process many other products in our company. Therefore, this product may contain traces of wheat, barley, rye, oats, crustaceans, eggs, fish, milk, soy, celery, mustard and molluscs.",480 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,Deutschland,in,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in,in,in,in,in,in
247,247,Popp fried potatoes ready to cook,"2,49€","A side dish of healthy and ripe ware potatoes of roughly the same sorting with smoked bacon and other ingredients. , Wernsing Feinkost GmbH, 49632, Addrup-Essen, DE has provided the above information.",https://oda.com//de/products/42853-popp-popp-bratkartoffeln-bratfertig/,https://bilder.kolonial.no/local_products/3214a78a-c1a8-403b-8133-58a80271acfc.jpg?auto=format&fit=max&w=631&s=c134221a72fde405dc50287a916ebb16,0.85 g,2.40 g,in,1.40 g,14.20 g,0.40 g,2.40 g,387 kJ / 92 kcal,"Wernsing Feinkost GmbH, 49632, Addrup-Essen, DE, Kartoffelweg 1, D-49632 Addrup-Essen/Oldb, Germany",Deutschland,in,"Potatoes 92%, bacon 3.7% (pork, table salt, dextrose, smoke), rapeseed oil, onions 2%, table salt, spices, maltodextrins, smoke.",500 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
248,248,Frosta I'm Not Afraid,"4,65€","Indonesian-style dish with tender pieces of chicken breast, freshly deep-frozen tagliatelle and crunchy exotic vegetables. 100% free of added flavor enhancers, colorings and aromas. , Frosta Tiefkuehlkost GmbH provided the above information.",https://oda.com//de/products/48162-frosta-frosta-bami-goreng/,https://bilder.kolonial.no/local_products/b8f1bd94-46b1-433b-a190-eccfb297da33.jpg?auto=format&fit=max&w=985&s=58522f1804172bd069098d9b246736ce,0.90 g,6.80 g,in,1.40 g,1.40 g,2.90 g,2.90 g,452 kJ / 108 kcal,"Frosta Tiefkuehlkost GmbH, PO Box 29 03 64, DE 27533 Bremerhaven, Germany",Deutschland,in,"Cooked Tagliatelle (35%) (Water, DURUM WHEAT), Marinated Cooked Chicken Breast (13%), Salt, Soybean Oil, Dextrose), Red Peppers, Mushrooms, Green Peppers, Bamboo Shoots, Onions, Sweetcorn, Spring Onions, Mu-Err Mushrooms, Soy Sauce (Water, SOYBEANS, WHEAT, Salt), Sunflower Oil, Salt, Garlic, Sambal (Water, Tomato Paste), Salt, Ground Paprika, Vinegar, Chilli, Cayenne Pepper), Coriander, Ground Paprika, Cumin, Black Pepper, Cayenne Pepper. May contain traces of BARLEY, RYE, OATS, CRUSTACEANS, EGGS, FISH, MILK, CELERY, MUSTARD and MOLLUSCS.",500 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,in,in,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in,in,in,in,in,in
249,249,Frozen MSC Paella,"4,69€","The Spanish paella: Lots of rice, seasoned with real saffron, with shrimp, mussels, crunchy vegetables from Frosta contract cultivation and some chicken. frozen. Like everything at Frosta without additives and without flavors. Seafood from sustainable fisheries (MSC certified). 100% free of added flavor enhancers, colors and aromas. , Frosta Tiefkuehlkost GmbH provided the above information.",https://oda.com//de/products/48163-frosta-frosta-msc-paella/,https://bilder.kolonial.no/local_products/87dab449-59ae-4b86-8c46-5ba8f1dfd037.jpg?auto=format&fit=max&w=1000&s=aa285a175a221c93420e87ae18c84292,1.26 g,5.30 g,in,1.40 g,1.40 g,2.50 g,2.50 g,417 kJ / 100 kcal,"Frosta Tiefkuehlkost GmbH, PO Box 29 03 64, DE 27533 Bremerhaven, Germany",Deutschland,in,"Cooked Rice (42%) (Water, Rice, Salt, Turmeric, Sunflower Oil, Saffron), Seafood (8%) (SHRIMPS, Cooked MUSSELS, Salt), Tomatoes, Peas, ALASKA POLLOCK FILLET (7%), Red Peppers , onions, romaine beans, marinated cooked chicken breast (4%), salt, soybean oil, dextrose), water, BUTTER, fried onions (onions, rapeseed oil), tomato paste, salt, garlic, extra virgin olive oil, basil, sugar, crustacean stock (water , SHRIMP, tomato, carrot), thyme. May contain traces of WHEAT, BARLEY, RYE, OATS, EGGS, SOY, CELERY and MUSTARD.",450 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,in,in,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in,in,in,in,in,in
250,250,Frosta Fried Potato Chicken Pan,"4,65€","HFW Roast Potato Chicken Pan 500g , Frosta Tiefkuehlkost GmbH has provided the above information.",https://oda.com//de/products/48164-frosta-frosta-bratkartoffel-hahnchen-pfanne/,https://bilder.kolonial.no/local_products/b94b5fdd-3f68-4277-ab49-1c3f74d50128.jpg?auto=format&fit=max&w=985&s=a92e955183202c691787adb02decdace,0.74 g,4.80 g,2 g,2.10 g,10.20 g,1.20 g,3.50 g,401 kJ / 96 kcal,"Frosta Tiefkuehlkost GmbH, PO Box 29 03 64, DE 27533 Bremerhaven, Germany",in,in,"fried potatoes (36%) (potatoes, sunflower oil, dextrose), marinated, cooked chicken breast (13%) (chicken breast (for AT: chicken breast), salt, soybean oil, dextrose), yellow peppers, broccoli, onions, red peppers, water, Sunflower Oil, Salt, BUTTER, Garlic, Nutmeg, Black Pepper.
We process many other products in our company. Therefore, this dish may contain traces of wheat, barley, rye, oats, crustaceans, eggs, fish, soy, celery, mustard and molluscs.",500 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,Deutschland,in,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in,in,in,in,in,in
251,251,Frosted Mexican Style Chicken,"4,69€","Mexican Chicken 500g , Frosta Tiefkuehlkost GmbH has provided the above information.",https://oda.com//de/products/53554-frosta-frosta-mexican-style-chicken/,https://bilder.kolonial.no/local_products/71011c36-7843-4a26-aa69-15f15bd591bd.jpg?auto=format&fit=max&w=985&s=11c6fa0f9a30d972c615ac23f4351063,0.94 g,5.60 g,1.60 g,2.10 g,13.60 g,0.20 g,1.30 g,387 kJ / 92 kcal,"Frosta Tiefkuehlkost GmbH, PO Box 29 03 64, DE 27533 Bremerhaven, Germany",in,in,"Cooked Rice (40%) (Water, Rice, Salt), Marinated Cooked Chicken Breast (13%) (Chicken Breast (for AT: Chicken Breast), Salt, Soybean Oil, Dextrose), Tomatoes, Snap Beans, Cooked Kidney Beans (Water, Kidney -beans, salt), red peppers, yellow peppers, sweet corn, water, tomato paste (for AT: 28% double strength), sambal (water, tomato paste (for AT: 36% triple strength), salt, ground paprika, vinegar (for AT: spirit vinegar), chili, cayenne pepper), sunflower oil, honey, garlic, salt, ground paprika, cumin, cayenne pepper.
We process many other products in our company. Therefore, this dish may contain traces of wheat, barley, rye, oats, crustaceans, eggs, fish, soy, milk, celery, mustard and molluscs.",500 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,Deutschland,in,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in,in,in,in,in,in
252,252,Frosta Nom Nom Noodles Wok Style,"4,69€","Nom Nom Noodles Wok Style 500g , Frosta Tiefkuehlkost GmbH has provided the above information.",https://oda.com//de/products/58208-frosta-nom-nom-noodles-wok-style/,https://bilder.kolonial.no/local_products/840e773a-cbdb-4771-a52b-cf31eacb6d29.jpg?auto=format&fit=max&w=985&s=b9030df3dbce94d74644045f765ece29,0.98 g,3.40 g,1.70 g,2.60 g,13.50 g,1.50 g,1.90 g,372 kJ / 88 kcal,"Frosta Tiefkuehlkost GmbH, PO Box 29 03 64, DE 27533 Bremerhaven, Germany",in,in,"Cooked Tagliatelle (32%) (Water, DURUM WHEAT), Carrots, Choi Sum, Sugar Snap Peas, Red Peppers, Mung Bean Sprouts, Mu-Err Mushrooms, Coconut Milk (6%) (Coconut, Water), Water, Soy Sauce (Water, SOYBEANS, WHEAT , Salt), Candied Ginger (Ginger, Water, Sugar), Chili, Salt, Thai Basil, Garlic, Potato Starch, Rice Starch, Coriander, Cumin

We process many other products in our company. Therefore, this dish may contain traces of barley, rye, oats, crustaceans, eggs, fish, milk, celery, mustard and molluscs.",500 Gramm,daily,Fast kitchen,Hearty ready meals,oda,in,in,in,Deutschland,in,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in,in,in,in,in,in
