,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,protein,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,storage,Characteristics,supplier,May contain traces of,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Salt,Protein,Sugar,carbohydrates,davon gesättigte Fatsäuren,Fat,calorific value,Ursprungsregion,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,Insert currywurst slices,gross weight,supplier,region of origin,May contain traces of,Bundesland,Herkunftsland,Haltungsstufe,Frischegarantie (mindestens),Beschreibung,Variable weight,Freshness guarantee (minimum),Description,Variables Gewicht,Verbrauchshinweis,Verpackungshinweis,Besonderheit,country of origin,posture level,storage,Characteristics,davon Stärke,mehrfach ungesättigte Fatsäuren,Einfach ungesättigte Fatsäuren,consumption note,Packing Notice,*,fiber,of it strength,thereof polyols,Polyunsaturated fatty acids,Monounsaturated fatty acids,Ursprungsland,Ballaststoffe,davon Polyole,Information about the offer,*Haltungsstufe,Zubereitungshinweis,Informationen zum Angebot,Preparation note,Zubereitungsempfehlung (gekühltes Produkt),Preparation recommendation (chilled product),Zubereitungsempfehlung,drained weight,sodium,Notice,Natrium,Backofen,Grill,"Bratpfanne, Pfanne",Zubereitungsempfehlungen,Herkunftsland der Aquakultur/Binnenfischerei,Lateinischer Name,Hinweis,Country of origin of aquaculture/inland fisheries,Inverkehrbringer,Abtropfgewicht,Latin name,Verbraucherhinweise,Hinweis zur Frischegarantie,Note on the freshness guarantee
398,Reinert summer sausage matured in cloth,€2.39,"Our classic made from the best pork and based on an old family recipe - a treat for the whole family. Reinert Sommerwurst matures for many weeks - of course in its fine cloth, which lets the mild scent of the beech wood smoke through particularly well. Sealed under protective athmosphere. , The Plantly Butchers Germany GmbH has provided the above information.",https://oda.com//de/products/44837-reinert-reinert-sommerwurst-im-tuch-gereift/,https://bilder.kolonial.no/local_products/8fceda58-2687-400e-b9e0-c95a246a9f06.jpg?auto=format&fit=max&w=1000&s=6e70303341adfde6e627765dda2785b6,,,,,,29 g,1451 kJ / 350 kcal,,,"The Plantly Butchers Germany GmbH, Mittel-Loxten 37, 33775 Versmold, Deutschland","Nüssen, Senf.","Schweinefleisch, Speisesalz, Dextrose, Gewürze, natürliches Aroma, Antioxidationsmittel: Ascorbinsäure, Natriumisoascorbat; Konservierungsstoff: Natriumnitrit; Reifekulturen, Buchenholzrauch. Kann Spuren von NÜSSEN und SENF enthalten. ",90 grams,daily,"Meat, sausage & fish",Sausage & cold cuts,oda,4 g,21 g,0.50 g,1 g,11.60 g,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Coastal gold grilled bratwurst in pig intestines,€3.85,"Coastal gold grill bratwurst. For grill and pan. , Goldschmaus Natur GmbH & Co. KG has provided the above information.",https://oda.com//de/products/46857-kustengold-kustengold-grillbratwurst-im-schweineda/,https://bilder.kolonial.no/local_products/f5443fb8-5f4f-4d2f-bf73-813e6dd969fe.jpg?auto=format&fit=max&w=929&s=d447f3983778c152663183df79359de9,2.20g,13g,1g,1g,28g,,,,,,,"85%  pork,  drinking water, table  salt, spices  ,  dextrose,  pork protein,  emulsifier:  mono-  and  diglycerides  of  fatty acids;  stabilizer:  diphosphates;  acidity regulators:  sodium diacetate,  sodium citrate;  Glucose Syrup,  Spice Extract,  Pig Intestine.  May contain  traces  of  MUSTARD , CELERY and PISTACHIOS .     ",450 grams,daily,"Meat, sausage & fish",Sausage & cold cuts,oda,,,,,,28g,1285kJ / 307kcal,,,,,,,"Goldschmaus Natur GmbH & Co. KG, Industriestrasse 10-12, 49681 Garrel, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Goldmarie nut ham air-dried,€2.39,"Nut ham, air-dried. , Goldmarie Handelsgesellschaft mbH & Co.KG has provided the above information.",https://oda.com//de/products/55729-goldmarie-goldmarie-nuss-schinken-luftgetr/,https://bilder.kolonial.no/local_products/5985214e-7bc5-401c-aad1-8e52d54bf311.jpg?auto=format&fit=max&w=667&s=d1cce68eddc8382b15984b15253b7234,5g,25g,0.90g,1.50g,1.80g,,,,,,,"Pork, table salt, dextrose, antioxidant: sodium ascorbate, spice extracts, preservative: sodium nitrite.Packaged in a protective atmosphere.",90 grams,daily,"Meat, sausage & fish",Sausage & cold cuts,oda,,,,,,4g,599kJ / 143kcal,,,,,,,"Goldmarie Handelsgesellschaft mbH & Co.KG, Johann-Bünting-Strasse 1 26845 Northmoor, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Goldmarie cooked ham hot-smoked,€2.19,"Smoked cooked ham, gluten-free, lactose-free. , Binckebanck GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55735-goldmarie-goldmarie-kochschinken-heissgerauchert/,https://bilder.kolonial.no/local_products/158122db-11e6-40f5-ab1d-df428530a81f.jpg?auto=format&fit=max&w=686&s=bf00aa7557d1f51cea83e725575f626c,,,,,,2.30 g,483 kJ / 115 kcal,,,"Binckebanck GmbH, Wolmersdorfer Straße, D-25704 Meldorf, Deutschland",,,,,"Meat, sausage & fish",Sausage & cold cuts,oda,2.20 g,23 g,0 g,0 g,1 g,,,,"Schweinefleisch, Speisesalz, Maltodextrin, Stabilisatoren: Polyphosphate, Diphosphate; Säureregulator: Natriumacetat; Aroma, Gewürzextrakte, Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit; Buchenholzrauch. Unter Schutzatmosphäre verpackt.",90 Gramm,täglich,,,,,,,,,5 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Coastal Gold Mettwurst air-dried,€2.39,"Delicacy Metzger Mettwurst - air-dried. , Henkelmann GmbH & Co. KG has provided the above information.",https://oda.com//de/products/44907-kustengold-kustengold-mettwurst-luftgetrocknet/,https://bilder.kolonial.no/local_products/e3e5a477-4ee7-4190-9e40-667c67e17f70.jpg?auto=format&fit=max&w=667&s=865e7ff25dff35f675eac157f78ae7fd,3.50g,27g,1g,1g,28g,,,,,,,"Pork,  bacon,  iodised  table salt  (table salt,  potassium iodate),  spices,  dextrose,  antioxidant:  sodium ascorbate,  glucose syrup,  preservative:  sodium nitrite;  ripening culture.  100g  Mettwurst  are  made  from  153g  pork.  Packed in  a protective atmosphere  .  May contain  traces  of  MUSTARD  and  CELERY  . ",100 gram,daily,"Meat, sausage & fish",Sausage & cold cuts,oda,,,,,,28g,1516kJ / 362kcal,,,,,,,"Henkelmann GmbH & Co. KG, Wetterweg 2, 34471 Volkmarsen, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Goldmarie salmon ham,€2.85,"Salmon ham, mildly smoked, lactose-free. , Binckebanck GmbH has provided the above information.",https://oda.com//de/products/55734-goldmarie-goldmarie-lachsschinken/,https://bilder.kolonial.no/local_products/4c10fe3d-f95d-4d84-a188-7ee19e344ae1.jpg?auto=format&fit=max&w=686&s=6e244d8f6f52aada6423595ecb58adec,3.50g,26g,0.40g,0.70g,0.40g,,,,,,,"pork, table salt, spice extracts, dextrose, sugar, antioxidant: sodium ascorbate; preservative: sodium nitrite; beechwood smoke. Sealed under protective athmosphere.",80 grams,daily,"Meat, sausage & fish",Sausage & cold cuts,oda,,,,,,1.10g,490kJ / 117kcal,,,,,,,"Binckebanck GmbH, Wolmersdorfer Strasse, D-25704 Meldorf, Germany",,,,,,,,,3 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Coastal Gold Chicken Grilled Breast,€2.19,"Grilled chicken breast, salted, cooked and roasted. Top quality. , Rümke Specialties GmbH has provided the above information.",https://oda.com//de/products/42219-kustengold-kustengold-hahnchen-grillbrust/,https://bilder.kolonial.no/local_products/ad50242e-51f1-4433-a5bf-ea61af70c564.jpg?auto=format&fit=max&w=667&s=d45046098ce569424d2b9e1a9fb6a3bc,2.20g,19g,0.60g,0.60g,2.50g,,,,,,,"94% chicken breast meat, salt, potato starch, sugar, spice extracts, antioxidant: ascorbic acid, stabilizer: diphosphate, preservative: sodium nitrite, rapeseed oil. Sealed under protective athmosphere.",100 gram,daily,"Meat, sausage & fish",Sausage & cold cuts,oda,,,,,,2.50g,450kJ / 108kcal,,,,,,,"Rümke Specialties GmbH, Am Hasenkamp 10-12, D-49201 Dissen aTW, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Goldmarie core ham air-dried,€2.95,"Air-dried core ham. , Goldmarie Handelsgesellschaft mbH & Co.KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55736-goldmarie-goldmarie-kernschinken-luftgetrocknet/,https://bilder.kolonial.no/local_products/fc5c4855-3d14-41da-b6bc-412d10ed69b4.jpg?auto=format&fit=max&w=667&s=8843a98a33f553b33e6cc26728b26714,,,,,,6 g,639 kJ / 153 kcal,,,"Goldmarie Handelsgesellschaft mbH & Co.KG, Johann-Bünting-Straße 1 26845 Nortmoor, Deutschland",,,,,"Meat, sausage & fish",Sausage & cold cuts,oda,4.50 g,23 g,0.90 g,1.50 g,2.80 g,,,,"Schweinefleisch, Kochsalz, Dextrose, Trockenglucosesirup, Zucker, Gewürze, Gewürzextrakte, Konservierungsstoff: Natriumnitrit, Kaliumnitrat, Antioxidationsmittel: Natriumascorbat, Säurungsmittel: Citronensäure.Unter Schutzatmosphäre verpackt.",80 Gramm,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Coastal Gold Turkey Grilled Breast,€1.89,"Grilled turkey breast, salted, cooked & roasted. Top quality. , Rümke Specialties GmbH has provided the above information.",https://oda.com//de/products/42310-kustengold-kustengold-puten-grillbrust/,https://bilder.kolonial.no/local_products/a76407fc-45f0-4f4d-a9e6-23dc707c50ec.jpg?auto=format&fit=max&w=667&s=40f844dba457c98252d44f5d6a15bdee,2.50g,19g,1g,1g,2g,,,,,,,"96% turkey breast meat, table salt, sugar, dextrose, spice extracts, antioxidant: sodium ascorbate, stabilizer: diphosphates, preservative: sodium nitrite, rapeseed oil. Sealed under protective athmosphere.",100 gram,daily,"Meat, sausage & fish",Sausage & cold cuts,oda,,,,,,2g,414kJ / 99kcal,,,,,,,"Rümke Specialties GmbH, Am Hasenkamp 10-12, D-49201 Dissen aTW, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Goldmarie core ham smoked,€2.95,"Smoked core ham. , Goldmarie Handelsgesellschaft mbH & Co.KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55737-goldmarie-goldmarie-kernschinken-gerauchert/,https://bilder.kolonial.no/local_products/22a4d29d-ffa3-4ef6-9d03-c2f173c51d75.jpg?auto=format&fit=max&w=667&s=cf3100588cfd5d741a08f5c2cc75dfb5,,,,,,6 g,639 kJ / 153 kcal,,,"Goldmarie Handelsgesellschaft mbH & Co.KG, Johann-Bünting-Straße 1 26845 Nortmoor, Deutschland",,,,,"Meat, sausage & fish",Sausage & cold cuts,oda,4.50 g,23 g,0.90 g,1.50 g,2.80 g,,,,"Schweinefleisch, Kochsalz, Dextrose, Trockenglucosesirup, Zucker, Gewürze, Gewürzextrakte, Konservierungsstoff: Natriumnitrit, Kaliumnitrat, Antioxidationsmittel: Natriumascorbat, Säuerungsmittel: Citronensäure, Rauch aus Buchenholz. Unter Schutzatmosphäre verpackt.",80 Gramm,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Coastal Gold Pepper Salami,€1.29,"Delicacy salami with a pepper crust - smoked. Top quality. , Henkelmann GmbH & Co. KG has provided the above information.",https://oda.com//de/products/45021-kustengold-kustengold-pfeffer-salami/,https://bilder.kolonial.no/local_products/45b39411-c01c-4f04-8044-edbe9db8395c.jpg?auto=format&fit=max&w=667&s=7fbf759b5991c0597e0dffebef21bb4a,3.50g,22g,0.70g,0.70g,31g,,,,,,,"Schweinefleisch, Speck, jodiertes Speisesalz (Speisesalz, Kaliumjodat), 2% Pfeffermantel (Trinkwasser, Pfeffer, Speisegelatine (Schwein), Säureregulator: Natriumacetat; Konservierungsstoff: Kaliumsorbat), Gewürze, Maltodextrin, Dextrose, Gewürzextrakte, Konservierungsstoff: Natriumnitrit; Antioxidationsmittel: Natriumascorbat; Reifekultur, Buchenholzrauch. 100g Fertigware werden aus 120g Schweinefleisch hergestellt. Unter packed in a protective atmosphere  .  May contain  traces  of  MUSTARD  . ",80 grams,daily,"Meat, sausage & fish",Sausage & cold cuts,oda,,,,,,31g,1556kJ / 372kcal,,,,,,,"Henkelmann GmbH & Co. KG, Wetterweg 2, 34471 Volkmarsen, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Coastal gold salami finely refined with noble mold & parmesan,€1.89,"Salami with noble mold and refined with Parmesan. , Westfälische Fleischwarenfabrik Stockmeyer GmbH has provided the above information.",https://oda.com//de/products/44159-kustengold-kustengold-salami-fein-mit-edelschimmel/,https://bilder.kolonial.no/local_products/a1fb10d3-755d-4462-93ff-4d09b10f26ae.jpg?auto=format&fit=max&w=1000&s=2a1bc5d63f2d5427b7d1e47a164d0464,4.30g,25g,1g,,,26 g,1404 kJ / 336 kcal,,,"Westfälische Fleischwarenfabrik Stockmeyer GmbH, Stockmeyer-Straße 1, 48336 Sassenberg, Deutschland",,"Schweinefleisch, jodiertes Speisesalz (Speisesalz, Kaliumiodat), PARMESAN, Dextrose, Glukosesirup, Gewürze, Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit; Reifekulturen. 100g Salami werden hergestellt aus 141g Schweinefleisch und 1g Parmesan. Unter Schutzatmosphäre verpackt. ",80 grams,daily,"Meat, sausage & fish",Sausage & cold cuts,oda,,,,1 g,26 g,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Küstengold Frühstücks-Mett in Gelee,"1,85€","Schnittfeste Kochmettwurst in Gelee. Spitzenqualität. , Henkelmann GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44162-kustengold-kustengold-fruhstucks-mett-in-gelee/,https://bilder.kolonial.no/local_products/1705b1e1-31a9-437a-adde-93a5fda6b973.jpg?auto=format&fit=max&w=667&s=fbe7a91595f6bfe056b4dc0914cc3dc4,,,,,,20 g,1013 kJ / 242 kcal,,,"Henkelmann GmbH & Co. KG, Wetterweg 2, 34471 Volkmarsen, Deutschland",,,,,"Meat, sausage & fish",Sausage & cold cuts,oda,2.20 g,15 g,,,20 g,,,Deutschland,"80% Schweinefleisch, Speck, Trinkwasser, Schweinegelatine, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Gewürze, Antioxidationsmittel: Natriumascorbat; Konservierungsstoffe: Natriumnitrit. Unter Schutzatmosphäre verpackt. Kann Spuren von SENF enthalten. ",100 Gramm,täglich,,,,,,,,,6 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Stockmeyer Pepper Salami Tropical Pepper,€2.59,"Sto.Peffersalami 150g gef.atmo Tropical Pepper , Westfälische Fleischwarenfabrik Stockmeyer GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45379-stockmeyer-stockmeyer-pfeffersalami-tropical-peppe/,https://bilder.kolonial.no/local_products/47aa6c6d-dd1a-43b6-9754-7b12d03c5d7c.jpg?auto=format&fit=max&w=458&s=b13db83b0f14fd3f41d3587280679e83,,,,,,25 g,1294 kJ / 312 kcal,,,"Westfälische Fleischwarenfabrik Stockmeyer GmbH, Stockmeyer-Straße 1, 48336 Sassenberg, Deutschland","Milch, Nüssen, Senf.",,,,"Meat, sausage & fish",Sausage & cold cuts,oda,4 g,20.20 g,1.50 g,1.50 g,11 g,,,Deutschland,"95 % Salami (Schweinefleisch, Speisesalz, Traubenzucker, Gewürze, Aroma, Hefeextrakt, Antioxidationsmittel: Natriumascorbat, Ascorbinsäure; Farbstoff: Echtes Karmin, Konservierungsstoff: Natriumnitrit, Kaliumiodat, Reifekulturen, Rauch), 5 % Pfeffer-Ummantelung (60 % schwarzer Pfeffer, Speisegelatine (Schwein)). 100 g Salami werden hergestellt aus 121 g Schweinefleisch. Kann Spuren von HASELNÜSSEN, MANDELN, WALNÜSSEN, MILCH und SENF enthalten. ",150 Gramm,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Every day ham pepper bites,€3.59,"Ham and pepper biters like a Mettwurst, smoked. , Central trading company - ZHG-mbH has provided the above information.",https://oda.com//de/products/58164-jeden-tag-jeden-tag-schinken-pfefferbeisser/,https://bilder.kolonial.no/local_products/4813e12e-0058-4567-a916-3a3412048ba5.jpg?auto=format&fit=max&w=433&s=8e682d6a27a35cd655fe419f1756c2b0,3.30g,21g,1g,1g,13g,,,,,"Central trading company - ZHG-mbH, Hanns-Martin-Schleyer Str. 2, 77656, Offenburg",,"Schweinefleisch, Speck, jodiertes Nitritpökelsalz (Speisesalz, Kaliumjodat, Konservierungsstoff: Natriumnitrit), Gewürze (enthält SENF), Würze, Gewürzextrakte, Dextrose, Zucker, Antioxidationsmittel: Ascorbinsäure, Natriumascorbat; Säuerungsmittel: Citronensäure; Reifekulturen; Schafsaitling, Buchenholzrauch. Unter Schutzatmosphäre verpackt. 100g Pfefferbeißer werden aus 128g Fleisch hergestellt. ",300 grams,daily,"Meat, sausage & fish",Sausage & cold cuts,oda,,,,,,32g,1558kJ / 372kcal,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Argal Chorizo span. Ringsalami mit Paprika,"3,85€","Spanische Ringsalami mit Paprika. , ARGAL FRANCE hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45479-argal-argal-chorizo-span-ringsalami-mit-paprika/,https://bilder.kolonial.no/local_products/a0f343cd-7543-4fc2-913a-a1e2e66bd376.jpg?auto=format&fit=max&w=358&s=219e3856928c1abe056fc38e497ff522,,,,,,45 g,2022 kJ / 483 kcal,,,"ARGAL FRANCE, 25b Rue du 35ÈME Régiment d'Aviation, 69500 Bron, Frankreich",,,,,"Meat, sausage & fish",Sausage & cold cuts,oda,3.75 g,18 g,2 g,2 g,45 g,,,Frankreich,"Schweinefleisch und Schweineschmalz (zur Herstellung von 100g des Endproduktes wurden 123g Schweinefleisch verwendet), Paprikagewürz, Salz, SOJAPROTEIN, LAKTOSE (MILCH), Dextrose, Gewürze, Antioxidationsmittel (E316), Konservierungsstoffe (E250, E252), essbarer Naturdarm. Unter Schutzatmosphäre verpackt. ",200 Gramm,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Wiesbauer Kaminwurzn slightly smoked,€2.75,"Wiesbauer Kaminwurz'n classic 100g , Wiesbauer Wurstspezialitaten GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46239-wiesbauer-wiesbauer-kaminwurzn-leicht-gerauchert/,https://bilder.kolonial.no/local_products/a78581c4-4553-4712-9bdf-b281c15a775c.jpg?auto=format&fit=max&w=536&s=be711fcd66a1dba874adc2ba54777ac8,,,,,,42 g,2030 kJ / 490 kcal,,,"Wiesbauer Wurstspezialitaten GmbH, Laxenburger Straße 256, 1230 Wien, Österreich",,,,,"Meat, sausage & fish",Sausage & cold cuts,oda,4 g,28 g,0.50 g,0.50 g,17 g,,,,"100gwerden hergestellt aus 168g Schweine- und Rindfleisch, Speck, Nitritpökelsalz (Speisesalz, Konservierungsstoff: Natriumnitrit), Gewürze, Speisewürze, Dextrose, Zucker, Antioxidationsmittel: Ascorbinsäure, Natriumascorbat; Kollagendarm (Rind), Rauch.",100 Gramm,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Österreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Coastal Gold Chicken Salami,€1.65,"Poultry salami with vegetable fat, naturally mild. , WIESENHOF Geflugelwurst hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47015-kustengold-kustengold-geflugel-salami/,https://bilder.kolonial.no/local_products/7a8540a1-eabd-456a-b732-326757984241.jpg?auto=format&fit=max&w=680&s=d5c8b55a58c811a961c5a91385229f9c,,,,,,23 g,1286 kJ / 307 kcal,,,"WIESENHOF Geflugelwurst, Paul-Wesjohann-Straße 45, D - 49429 Visbek, Deutschland",,,,,"Meat, sausage & fish",Sausage & cold cuts,oda,4.50 g,23 g,,,23 g,,,,"Hähnchenfleisch, Truthahnfleisch, PflanzenFat (PalmFat), jodiertes Nitritpökelsalz (Speisesalz, Konservierungsstoff: Natriumnitrit; Kaliumiodat), Dextrose, Gewürze, Glukosesirup, Antioxidationsmittel: Natriumascorbat, Ascorbinsäure; Farbstoff: echtes Karmin; Reifekulturen, Buchenholzrauch. 100g Geflügelsalami werden aus 77g Hähnchenfleisch, 48g Truthahnfleisch und 6g PflanzenFat hergestellt. Unter Schutzatmosphäre verpackt.",100 Gramm,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Salami every day,€1.79,"Smoked salami, top quality. , Zentrale Handelsges. ZHG mbH Food hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45780-jeden-tag-jeden-tag-salami/,https://bilder.kolonial.no/local_products/f51026bf-6b07-4567-ad0a-7f568c06a5fc.jpg?auto=format&fit=max&w=991&s=5aad144e1302c4c1fa60b0c67e97888b,3.50g,19g,0.50g,0.50g,25g,,,,,"Zentrale Handelsges. ZHG mbH Food, Hanns-Martin-Schleyer-Strasse 2, 77656 Offenburg, Deutschland",,,,,"Meat, sausage & fish",Sausage & cold cuts,oda,,,,,,25g,1261kJ / 301kcal,,"Schweinefleisch, Nitritpökelsalz (Speisesalz, Konservierungsstoff: Natriumnitrit),, Dextrose, Gewürze, Glukosesirup, Antioxidationsmittel: Natriumascorbat Gewürzextrakte (enthält SENF), Reifekulturen, Buchenholzrauch. 100g Salami werden aus 113 g Schweinefleisch hergestellt. ",200 Gramm,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Cat smoked sausage every day,€1.79,"Katenrauchwurst, smoked, top quality. , Central trading company ZHG mbH Food has provided the above information.",https://oda.com//de/products/43311-jeden-tag-jeden-tag-katenrauchwurst/,https://bilder.kolonial.no/local_products/855a280e-203f-4808-8679-abf86d7d5862.jpg?auto=format&fit=max&w=996&s=dcb6523a4e5c1c53c4d506feb2553475,3.50g,19g,0.50g,0.50g,25g,,,,,,,"pork,  nitrite curing salt  (table salt,  preservative:  sodium nitrite),  MUSTARD SEEDS , dextrose, spices, glucose syrup, antioxidant: sodium ascorbate; Spice extracts (contains MUSTARD ), ripening cultures, beech wood smoke. Packed in a protective atmosphere . 100g Katenrauchwurst are made from 113g pork .                     ",200 grams,daily,"Meat, sausage & fish",Sausage & cold cuts,oda,,,,,,25g,1261kJ / 301kcal,,,,,,,"Central trading company ZHG mbH Food, Hanns-Martin-Schleyer-Strasse 2, 77656 Offenburg, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Cervelat sausage every day,€1.89,"Cervelat sausage, smoked. , Zentrale Handelsges. ZHG mbH Food hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44925-jeden-tag-jeden-tag-cervelatwurst/,https://bilder.kolonial.no/local_products/c239c179-4430-4ee7-8f82-80e3fb60287e.jpg?auto=format&fit=max&w=1000&s=112ec2f3a4934d2ecf77fec2203c61d0,3.70g,19g,0.50g,0.50g,25g,,,,,,,,,,"Meat, sausage & fish",Sausage & cold cuts,oda,,,,,,25g,1261kJ / 301kcal,,"Schweinefleisch, jodierte Nitritpökelsalz (Speisesalz, Kaliumjodat, Konservierungsstoff: Natriumnitrit); SENFKÖRNER, Gewürze, färbendes Rote Bete-Saftkonzentrat, Dextrose, Glukosesirup, Antioxidationsmittel: Natriumascorbat; Reifekulturen, Buchenholzrauch. Unter Schutzatmosphäre verpackt. 100g Cervelatwurst werden aus 113g Schweinefleisch hergestellt. ",200 Gramm,täglich,,,"Central trading company ZHG mbH Food, Hanns-Martin-Schleyer-Strasse 2, 77656 Offenburg, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Air-dried baguette salami every day,€2.99,"Top quality air-dried baguette salami. , Henkelmann GmbH & Co. KG has provided the above information.",https://oda.com//de/products/47269-jeden-tag-jeden-tag-baguettesalami-luftgetrocknet/,https://bilder.kolonial.no/local_products/3d972a22-e1a5-45d9-842e-c310976212c1.jpg?auto=format&fit=max&w=650&s=d43a1ed1030996bc9866fc43a6516c1c,3.50g,21g,0.70g,0.70g,24g,,,,,"Henkelmann GmbH & Co. KG, Wetterweg 2, 34471 Volkmarsen, Germany",,"Schweinefleisch, Speck, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Dextrose, Maltodextrin, Gewürze, natürliche Aromen, Antioxidationsmittel: Natriumascorbat und Ascorbinsäure; Gewürzextrakte, Konservierungsstoff: Natriumnitrit; Reifekultur. 100g Fertigware werden aus 130g Schweinefleisch hergestellt. Unter Schutzatmosphäre verpackt. Kann Spuren von SENF und SELLERIE enthalten. ",100 gram,daily,"Meat, sausage & fish",Sausage & cold cuts,oda,,,,,,24g,1271kJ / 304kcal,Deutschland,,,,,,,,,,,,,,,5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Fine salami white every day,€5.49,"Premium salami, smoked. Top quality. , Windau Harsewinkel has provided the above information.",https://oda.com//de/products/45265-jeden-tag-jeden-tag-edelsalami-weiss/,https://bilder.kolonial.no/local_products/894a3f26-5607-49fa-98f3-715e25a831bc.jpg?auto=format&fit=max&w=232&s=cff5638c80b21132ef288b5171829f8a,4g,21g,0.80g,0.80g,35g,,,,,"Windau Harsewinkel, Rudolf-Diesel-Strasse 2, 33428 Harsewinkel, Germany",,"Schweinefleisch, Schweinespeck, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Dextrose, Gewürzextrakte, Gewürze, Maltodextrin, Antioxidationsmittel: Natriumascorbat, Konservierungsstoffe: Natriumnitrit, Kaliumsorbat*, Reifekulturen, Buchenholzrauch. *Oberflächenbehandlung. 100g Edelsalami werden aus 132g Schweinefleisch hergestellt. Unter Schutzatmospähre verpackt. Kann Spuren von SENF und MILCHEIWEIß enthalten. ",650 grams,daily,"Meat, sausage & fish",Sausage & cold cuts,oda,,,,,,35g,1671kJ / 399kcal,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
