,Unnamed: 0,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,Protein,fiber,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,Characteristics,supplier,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Notice,May contain traces of,Freshness guarantee (minimum),Region of origin,storage,Sodium,Country of origin,distributor,Description,Size,Delivery days,Product informationThe supplier has not provided us with detailed information about this product.Show all Schär products
212,212,Sinnack ciabatta rolls for baking,"1,39€","8 ciabatta rolls ready to bake. Selected raw materials and roughage. Crafted - like fresh from the baker. Without preservatives. , Sinnack Backspecialities GmbH & Co. KG has provided the above information.",https://oda.com//de/products/44525-sinnack-sinnack-ciabattabrotchen-zum-aufbacken/,https://bilder.kolonial.no/local_products/a630a060-1a75-4bb7-a015-797cb79db82c.jpg?auto=format&fit=max&w=749&s=945803c4f9a6dfba726298bf80a7bbfb,1.30 g,9.50 g,in,1.80 g,1.80 g,2 g,2 g,1115 kJ / 266 kcal,in,"Sinnack Backspecialities GmbH & Co. KG, Harderhook 15, 46395 Bocholt, Germany","WHEAT FLOUR (72.03%), water (17.30%), DURUM WHEAT semolina (4.84%), yeast (2.79%), iodised table salt (table salt, potassium iodate) (1.21%), dextrose (0, 84%), sunflower oil (0.84%), acidity regulator sodium acetate (0.16%). Sealed under protective athmosphere. May contain traces of SESAME.",560 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,in,in,in,in,in,in,in,in,in
213,213,Ibis Stone Oven Baguette Korn,"1,49€","The crispiest symbol of France and the ""grande tradition"" of French baking: the popular, original French baguette is baked in a stone oven and develops its special taste thanks to the long resting time. Originally French, baked with natural sourdough and sea salt. , IBIS Backwarenvertriebs GmbH has provided the above information.",https://oda.com//de/products/47430-ibis-ibis-steinofen-baguette-korn/,https://bilder.kolonial.no/local_products/c9cb4440-3089-4b28-8fdc-8f07130dc577.jpg?auto=format&fit=max&w=1000&s=c0cc58c8e42f438ab5ca190e57922a1c,0.86 g,8.60 g,in,2.30 g,2.30 g,2.20 g,2.20 g,1073 kJ / 256 kcal,in,"IBIS Backwarenvertriebs GmbH, Pascalstrasse 14, 52076 Aachen, Germany","WHEAT FLOUR, water, sourdough (WHEAT FLOUR, water), 5% seed and grain mixture (linseed, millet, sunflower seeds, RYE FLOUR, roasted BARLEY MALT FLOUR, roasted WHEAT MALT FLOUR, OAT FLOUR, WHEAT FLOUR, WHEAT MALT FLOUR), baker's yeast, sea salt, WHEAT GLUTEN, WHEAT MALT FLOUR, alcohol. Sealed under protective athmosphere. May contain traces of SESAME.",250 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,France,in,in,in,in,in,in,in,in
214,214,Ibis Steinofen-Baguette Classic,"1,49€","The crispiest symbol of France and the ""Grande Tradition"" of French baking: the popular, original French ""Classic"" baguette is baked in a stone oven and unfolds its special flavor when the dough rests for a long time. Originally French, baked with natural sourdough and sea salt. , IBIS Backwarenvertriebs GmbH has provided the above information.",https://oda.com//de/products/47282-ibis-ibis-steinofen-baguette-classic/,https://bilder.kolonial.no/local_products/ea243a89-02c0-4845-9e52-8eff38505ecc.jpg?auto=format&fit=max&w=1000&s=3123941355896a89c913d9f1763da08d,1.31 g,7.90 g,in,2.10 g,2.10 g,1 g,1 g,1043 kJ / 249 kcal,in,"IBIS Backwarenvertriebs GmbH, Pascalstrasse 14, 52076 Aachen, Germany","WHEAT FLOUR, water, sourdough (WHEAT FLOUR, water), sea salt, baker's yeast, WHEAT GLUTEN, MALTED WHEAT FLOUR, alcohol. Sealed under protective athmosphere. May contain traces of SESAME.",250 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
215,215,Coppenrath & Wiese baguette rolls 9 pieces,"2,29€","Everything is right with these baguette rolls: the quality of the finest French baguette flour. Baked according to the original French baguette recipe. Golden brown and crispy, freshly baked deep-frozen. Always ready to hand at home for oven-fresh indulgence. Without preservatives. , Conditorei Coppenrath & Wiese Trademark has provided the above information.",https://oda.com//de/products/48128-coppenrath-wiese-coppenrath-wiese-baguette-brotche/,https://bilder.kolonial.no/local_products/8a24dee8-1608-40c3-8507-06ef77287812.jpg?auto=format&fit=max&w=597&s=991dea9cfeb5cbe0a98cd16083ad1454,1.50 g,8.10 g,in,1.50 g,1.50 g,1 g,1 g,1115 kJ / 266 kcal,in,"Conditorei Coppenrath & Wiese Trademark, Hansastraße 10 D-49497 Mettingen, Germany","WHEAT FLOUR, water, iodized table salt (table salt, potassium iodate), yeast. May contain traces of SESAME.",540 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,in,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in
216,216,Coppenrath & Wiese Kaiser rolls 9 pieces,"2,29€","The popular wheat rolls are now also available as Kaiser rolls. These are rolls where everything is just right: These delicious rolls are made using the traditional method using the finest wheat flour from controlled cultivation. The Kaiser rolls come out of the oven golden brown and crispy and are later delivered to your home fresh from the confectioner. Now just heat it up and you can enjoy real pieces of gold whenever you want. , Conditorei Coppenrath & Wiese Trademark has provided the above information.",https://oda.com//de/products/48129-coppenrath-wiese-coppenrath-wiese-kaiser-semmeln-9/,https://bilder.kolonial.no/local_products/1327f394-7bd8-408c-a35f-02260bbef741.jpg?auto=format&fit=max&w=597&s=f67fe9ede3bae0980ee39cc9ad8bcf84,1.80 g,9.10 g,in,1.10 g,1.10 g,2.10 g,2.10 g,1148 kJ / 274 kcal,in,"Conditorei Coppenrath & Wiese Trademark, Hansastraße 10 D-49497 Mettingen, Germany","WHEAT FLOUR, water, BARLEY MALT FLOUR, iodised table salt (table salt, potassium iodate), yeast, sugar, vegetable oil (rapeseed). May contain traces of SESAME.",450 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,Deutschland,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in
217,217,Coppenrath & Wiese Our pieces of gold 6 pretzel rolls,"3,29€","Pretzels where everything is just right: the finest ingredients for the best taste and highest quality, traditional production of the dough with an extra long cooking time, crispy and fresh, always ready to hand at home for oven-fresh enjoyment. , Conditorei Coppenrath & Wiese Trademark has provided the above information.",https://oda.com//de/products/48131-coppenrath-wiese-coppenrath-wiese-unsere-goldstuck/,https://bilder.kolonial.no/local_products/63a5549e-bad5-452c-ba3e-60adf1d5d59f.jpg?auto=format&fit=max&w=854&s=1376fcb2e16998fd33b4d6b09bc28635,1.60 g,9 g,in,4.50 g,4.50 g,3.50 g,3.50 g,1043 kJ / 249 kcal,in,"Conditorei Coppenrath & Wiese Trademark, Hansastraße 10 D-49497 Mettingen, Germany","WHEAT FLOUR, water, vegetable oil (rapeseed), yeast, salt, WHEAT GLUTEN, WHEAT MALT FLOUR, pretzel lye (acidity regulator: sodium hydroxide).",440 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,Deutschland,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in
218,218,Coppenrath & Wiese Our pieces of gold 6 country rolls,"3,29€","There is a lot of healthy stuff in here, because the country rolls are baked from six types of valuable flour: wheat, corn, rye, spelt, barley and oats. There are also linseed, carrots and potato flakes for the juicy, fluffy crumb. And the crispy crust is sprinkled all over with potato flakes. A pithy strong pleasure to bite into. , Conditorei Coppenrath & Wiese KG has provided the above information.",https://oda.com//de/products/48132-conditorei-coppenrath-wiese-coppenrath-wiese-unser/,https://bilder.kolonial.no/local_products/e4db8c99-0ec6-4cd7-8179-5d5d0407155c.jpg?auto=format&fit=max&w=681&s=b7967a62b0d6c21a00adfe9098a8df05,1.60 g,9.60 g,in,5.80 g,47 g,0.30 g,1.30 g,1040 kJ / 249 kcal,in,"Conditorei Coppenrath & Wiese KG, Hansastrasse 10 D-49497 Mettingen, Germany","WHEAT FLOUR (46%), water, potato flakes (3%), BARLEY and RYE FLAKES, carrot strips (2%), corn flour (2%), BARLEY and RYE MALT FLOUR (1.5%), iodised table salt (table salt, potassium iodate), Millet (1%), yeast, rice flour (1%), oat flour (0.5%), baking peas, roasted (0.5%), WHEAT GERM, roasted (0.5%), linseed (0.5%), Sugar, rye flour (GLUTEN)(0.5%), SPELLED FLOUR (GLUTEN)(0.5%), spices.",400 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,Deutschland,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in
219,219,Coppenrath & Wiese rye rolls,"3,29€","The gold pieces rye rolls impress with their strong taste. According to traditional producers, the typical sourdough is made and given 24 hours to ferment. This ensures the mature taste and the original aroma of the natural sourdough that makes the rye rolls so unique. Ready baked, you can experience this treat at home at any time, ready to hand from your freezer. , Conditorei Coppenrath & Wiese Trademark has provided the above information.",https://oda.com//de/products/48134-coppenrath-wiese-coppenrath-wiese-roggenbrotchen/,https://bilder.kolonial.no/local_products/e191b6c4-999c-4f5c-89a3-d33cb913dd58.jpg?auto=format&fit=max&w=681&s=2f7a781c507adc04a94c16bf20a2fbeb,1.66 g,9.70 g,in,3.60 g,3.60 g,1.80 g,1.80 g,1066 kJ / 255 kcal,in,"Conditorei Coppenrath & Wiese Trademark, Hansastraße 10 D-49497 Mettingen, Germany","Water, RYE FLOUR, WHEAT FLOUR, WHEAT GLUTEN, salt, yeast, BARLEY MALT FLOUR, BARLEY MALT EXTRACT, RYE SOURDOUGH, sugar, emulsifier (SOYA LECITHINS). May contain traces of SESAME.",490 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,in,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in
220,220,Coppenrath & Wiese multigrain rolls 6 pieces,"2,29€","Everything is right with these multigrain rolls: the dough is enriched with four valuable types of grain and oilseeds and is left to rest for an extra long time after it is originally made. Then they are baked golden brown and crispy and immediately deep-frozen. So they come freshly baked to your home and are always ready to hand, for a pithy taste to indulge in. , Conditorei Coppenrath & Wiese Trademark has provided the above information.",https://oda.com//de/products/48135-coppenrath-wiese-coppenrath-wiese-mehrkorn-brotche/,https://bilder.kolonial.no/local_products/4c613848-1710-4772-b33a-56d52488347c.jpg?auto=format&fit=max&w=681&s=0bf9c3c8d976e26223f39eef8bf7cb97,1.60 g,10 g,in,3.80 g,3.80 g,4.90 g,4.90 g,1175 kJ / 281 kcal,in,"Conditorei Coppenrath & Wiese Trademark, Hansastraße 10 D-49497 Mettingen, Germany","WHEAT FLOUR, water, whey (MILK), BARLEY MALT FLOUR, linseed (1.5%), SESAME SEED (1.5%), wholemeal rye flakes (1.5%), oat flakes (1.5%), WHOLEMEAL WHEAT FLAKES (1.5%) , rye malt flour (GLUTEN), iodised table salt (table salt, potassium iodate), sunflower seeds (1.5%), millet (1.5%), pumpkin seeds (1%), yeast, sugar, vegetable oil (rapeseed).",300 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,Deutschland,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in
221,221,Coppenrath & Wiese Our pieces of gold 6 world champion rolls,"3,29€","There is a lot of good in these world champions! Our gold pieces world champion rolls are baked according to a traditional recipe with wheat flour, rye flour and wholemeal and refined with linseed. The crispy rolls are sprinkled with poppy seeds and sesame on top and with crunchy sunflower seeds on the bottom. Hearty & strong, these rolls are world champions in taste and quality. The classic among grain rolls! , Conditorei Coppenrath & Wiese Trademark has provided the above information.",https://oda.com//de/products/48136-coppenrath-wiese-coppenrath-wiese-unsere-goldstuck/,https://bilder.kolonial.no/local_products/c95e36f1-6a0c-43fe-8598-781e4d01ee70.jpg?auto=format&fit=max&w=681&s=91f4301a3625fe24e132b0e345dd27ed,0.90 g,12 g,in,2.70 g,2.70 g,8.60 g,8.60 g,1249 kJ / 299 kcal,in,"Conditorei Coppenrath & Wiese Trademark, Hansastraße 10 D-49497 Mettingen, Germany","WHEAT FLOUR (44%), water, sunflower seeds (8%), RYE FLOUR and WHOLE GRAIN MEAL (4%), SESAME (3%), SOYA MEAL, blue poppy seeds (2%), linseed (2%), iodized table salt (table salt, potassium iodate), Yeast, rapeseed oil, WHEAT MALT FLOUR, spice.",450 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,Deutschland,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in
222,222,Baker Bachmeier mini pretzel mix,"2,65€","Mini deep-frozen pretzel dough pieces in the form of sticks and bread rolls to bake at home with coarse salt, deep-frozen. , Bäcker Bachmeier GmbH & C. KG has provided the above information.",https://oda.com//de/products/48106-bachmeier-backer-bachmeier-mini-laugenmix/,https://bilder.kolonial.no/local_products/a6399b53-9a62-4e8c-a883-5bc4cbfa2d92.jpg?auto=format&fit=max&w=1000&s=7c589ffeb4002f7edc0518036c440445,1.20 g,8.10 g,in,2.60 g,2.60 g,1 g,1 g,906 kJ / 217 kcal,in,"Baker Bachmeier GmbH & CO. KG, Lauterbachstrasse, 84307, Eggenfelden","WHEAT FLOUR, water, yeast, salt, WHEAT MALT FLOUR, dextrose, emulsifiers: E471, E322 (SOYA), stabilizer: E412, pretzel lye (acidity regulator: sodium hydroxide). Accessory pack: sea salt.",518 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,Deutschland,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in
223,223,Baker Bachmeier pretzels 10 pieces,"2,19€","Pretzel deep-frozen dough pieces for self-baking with coarse salt, deep-frozen. , Bäcker Bachmeier GmbH & Co. KG has provided the above information.",https://oda.com//de/products/48107-bachmeier-backer-bachmeier-laugenbrezen-10er/,https://bilder.kolonial.no/local_products/4f4fdc80-ed99-4c26-9a9d-776514380f68.jpg?auto=format&fit=max&w=1000&s=9bd3413a550d22c563c1a6935a64ae64,1.20 g,8.10 g,in,2.60 g,2.60 g,1 g,1 g,906 kJ / 217 kcal,in,"Bäcker Bachmeier GmbH & Co. KG, Lauterbachstrasse 55, 84307 Eggenfelden, Germany","WHEAT FLOUR, water, yeast, salt, WHEAT MALT FLOUR, dextrose, emulsifiers: E471, E322 (SOYA); Stabilizer: E412, pretzel lye (acidity regulator: sodium hydroxide). Accessory pack: sea salt.",868 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,Deutschland,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in
224,224,Schär grain rolls gluten-free,"3,99€","Now with more grains
and two-way support. Gluten-free dark rolls with linseed and sunflower seeds - frozen

Gluten free, wheat free, lactose free, Dr. Schär AG / SPA has provided the above information.",https://oda.com//de/products/47987-schar-schar-kornerbrotchen-gluten-frei/,https://bilder.kolonial.no/local_products/9f823ad0-6ee3-4356-a755-4fa80d383468.jpg?auto=format&fit=max&w=887&s=aa988c1c9c3e685737db5a0ca53181d0,0.74 g,8.20 g,11 g,2.50 g,35 g,1.50 g,13 g,1303 kJ / 312 kcal,in,"dr Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italy","Corn starch, sourdough 13% (rice flour, water), water, sunflower seeds 11%, linseed 9.5%, rice flour, buckwheat flour 5%,
vegetable fiber (psyllium husk Plantago Psyllium, Basbum), yeast, apple extract, rice starch, thickener: hydroxypropylmethylcellulose; Sunflower oil, rice syrup, whole rice flour, SOYA PROTEIN, millet flour, extra virgin olive oil, sea salt, natural flavor, acidifier: tartaric acid (L+), citric acid. May contain traces of LUPINE, SESAME and MUSTARD.",250 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,Lupine.,in,Deutschland,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in
225,225,Schär Kaisersemmel gluten-free,"3,99€","Gluten-free Kaiser roll - frozen, Dr. Schär AG / SPA has provided the above information.",https://oda.com//de/products/47990-schar-schar-kaisersemmel-gluten-frei/,https://bilder.kolonial.no/local_products/74c33991-6300-4dce-b022-608286d3b220.jpg?auto=format&fit=max&w=758&s=3d8f5a1ba91e9d9bc3d813df91ddd63d,1.30 g,2.90 g,6.90 g,1.60 g,45 g,0.90 g,4.10 g,1023 kJ / 243 kcal,in,"dr Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italy","Corn starch, water, sourdough 14% (rice flour, water), vegetable fiber (psyllium),
millet flour, sunflower oil, rice flour, SOY PROTEIN, rice starch, thickener:
hydroxypropylmethyl cellulose; Rice Syrup, Salt, Yeast, Sugar. May contain traces of HAZELNUTS, EGGS, MILK and MUSTARD.",350 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,"Eggs, Milk, Nuts, Mustard.",in,Italy,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in
226,226,Schär croissant a la francaise Gluten-free,"4,79€","Croissant a la francaise - Schär - 220g, Dr. Schär AG / SPA has provided the above information.",https://oda.com//de/products/47989-schar-schar-croissant-a-la-francaise-gluten-frei/,https://bilder.kolonial.no/local_products/382421d8-3035-4e4c-a88e-597b66aee959.jpg?auto=format&fit=max&w=728&s=43931f4e9c86f2a94623563577527355,1.30 g,3.40 g,6.40 g,5.30 g,50 g,6.80 g,14 g,1459 kJ / 348 kcal,in,"dr Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italy","gluten-free WHEAT STARCH, vegetable margarine (palm fat, rapeseed oil, water, sunflower oil,
emulsifier: mono- and diglycerides of fatty acids; salt, natural flavor), water, EGG*,
vegetable fiber (chicory, psyllium), dextrose, rice flour, raising agent: glucono-delta-lactone,
sodium bicarbonate; CHICKEN EGG WHITE POWDER *, SKIMMED MILK POWDER, yeast, thickener: xanthan gum; sugar, salt, emulsifier: mono- and diglycerides of fatty acids; natural
Aroma. May contain traces of HAZELNUTS and SOYA. *Barn eggs",220 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,nuts.,in,Italy,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in
227,227,Goldmarie wheat rolls 9 pieces,"1,29€","Weekly market is now daily - with high-quality food from Goldmarie! Discover a fresh, natural, high-quality food. The wheat rolls are processed with the best ingredients and with the utmost care from selected manufacturers. Goldmarie - as good as from the weekly market. , Coolback GmbH has provided the above information.",https://oda.com//de/products/53154-goldmarie-goldmarie-weizenbrotchen-9er/,https://bilder.kolonial.no/local_products/1cdd700c-6494-4382-8e53-ac591c9d2270.jpg?auto=format&fit=max&w=928&s=67e9b831b4d1281230e137cbe4f18a50,1.50 g,8.40 g,in,4.70 g,52 g,0.30 g,0.90 g,1088 kJ / 260 kcal,in,"Coolback GmbH, Strawberry Street 1, 14947 Nuthe-Urstromtal","WHEAT FLOUR, water, yeast, salt, sugar, RYE FLOUR, WHEAT MALT FLOUR. May contain traces of SOY, MILK, MUSTARD and SESAME.",540 Gramm,daily,"Bread, baked goods & spreads",baked goods,oda,in,in,in,in,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in
