,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,protein,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,drained weight,product weight,supplier,country of origin,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,fiber,region of origin,Natrium,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Lieferant,Ursprungsregion,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,Abtropfgewicht,Characteristics,gross weight,Eigenschaften,May contain traces of,FAO area designation,Description,Drained weight,Size,Delivery days,Product InformationThe supplier has not provided us with detailed information about this product.Alle Produkte von Del Monte anzeigen,Produktgewicht,Ursprungsland,Beschreibung,Kann Spuren enthalten von ,sodium,Bruttogewicht,Hinweis,capacity,Inverkehrbringer,"Store at room temperature protected from light. After opening, store in a cool place (max. +7°C) and use up within 2 days. Best before",Bei Raumtemperatur lichtgeschützt aufbewahren. Nach dem Öffnen kühl (max. +7°C) lagern und innerhalb von 2 Tagen aufbrauchen. Mindestens haltbar bis,davon Polyole,thereof polyols,distributor,Product InformationThe supplier has not provided us with detailed information about this product.View all Nestlé products,Freshness guarantee (minimum),Monounsaturated fatty acids,storage,Informationen zum Angebot,Information about the offer,Polyunsaturated fatty acids
1043,Barilla Bolognese Pasta Sauce,€4.19,"BAR. sauce Ric. Bolognese 400g , Barilla Deutschland GmbH / BARILLA division has provided the above information.",https://oda.com//de/products/44355-barilla-barilla-pasta-sauce-bolognese/,https://bilder.kolonial.no/local_products/38744e0e-48bd-4094-85a7-afecfcbce8b1.jpg?auto=format&fit=max&w=542&s=1885bc13cad4ad2566da261a85c0c35b,1g,4.20g,4.70g,7.50g,1g,4g,359kJ / 86kcal,,,"Barilla Deutschland GmbH / BARILLA Division, Via Mantova 166, Parma, Italy",,"Tomato pulp  24%,  water,  tomato concentrate  18%,  onion,  beef  8%,  pork  8%,  carrot,  CELERY , vegetable oils (olive, sunflower), sugar, salt, corn starch, thyme, bay leaf 0.05%, black pepper.             ",400 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,1.50g,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Maggi Del.Twin pack sauce for poultry,€1.49,"Is it duck, turkey or chicken today? Then Maggi Sauce for poultry is a must! The spicy chicken sauce with basil and a hint of garlic rounds off poultry dishes perfectly. , Maggi GmbH has provided the above information.",https://oda.com//de/products/44826-maggi-maggi-del-doppelpack-sosse-zu-geflugel/,https://bilder.kolonial.no/local_products/7e4553dc-bdca-4949-a867-f02fe6c3912f.jpg?auto=format&fit=max&w=1000&s=ebbf9a1ff6ba8284d73673d9fd308845,1.10g,0.70g,0.60g,0.60g,0.40g,0.40g,105kJ / 25kcal,,,,,"Kartoffelstärke*, WEIZENMEHL*, Jodsalz (Salz, Kaliumjodat), natürliche Aromen* (mit WEIZEN), Hefeextrakt, 4,9% Hühnerfett*, Karamellzucker*, Zucker*, 0,9% Hühnerfleisch*, Knoblauchpulver*, Sonnenblumenöl*, Säuerungsmittel Citronensäure*, Antioxidationsmittel Extrakt aus Rosmarin*. Kann SELLERIE, EIER, MILCH, SENF und SOJA enthalten. ",0.25 liters,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,,,,,,,,,,"Maggi GmbH, Julius-Bührer-Straße 8, 78224 Singen (Hohentwiel), Deutschland",Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Ostmann spice mill salt coarse,€4.49," , Ostmann Gewürze GmbH has provided the above information.",https://oda.com//de/products/50095-ostmann-ostmann-gewurzmuhle-salz-grob/,https://bilder.kolonial.no/local_products/cff6d537-97b8-46bc-85e5-5f44e24c525c.png?auto=format&fit=max&w=705&s=9091e4bc6fb715a8c7d3d156c0b31c53,,,,,,,,,,"Ostmann Gewürze GmbH, Dieter-Fuchs-Strasse 10, 49201 Dissen aTW, Germany",,sea-salt,130 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,"BIO COMPANY organic oregano, rubbed",€1.79," , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52578-bio-company-bio-company-bio-oregano-gerebelt/,https://bilder.kolonial.no/local_products/bd6d095c-9058-470f-81e4-71a8b647754b.png?auto=format&fit=max&w=450&s=304426b52baf51d7b66df75c13b12d8d,,,,,,,,,,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,Oregano*,20 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,,,,,,,,,,,,,,,,organic product,,,"Gluten, nuts, celery, mustard, sesame seeds.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,"BIO COMPANY organic vegetable bouillon cubes, 6x11g",€1.09,"Finely flavored vegetable bouillon without added sugar or yeast extract - with at least 31% vegetable content for a hearty, aromatic taste. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52726-bio-company-bio-company-bio-gemusebouillon-wurfel/,https://bilder.kolonial.no/local_products/df0b9979-f5f5-47ad-84fc-47157349860c.jpg?auto=format&fit=max&w=450&s=e295f1245398b75328fc0aae8e76e056,0.88g,0.50g,0.50g,0.50g,,0.50g,30kJ / 7kcal,,,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,"Sea salt (41%), shea butter* (shea butter*, sunflower oil*), corn starch*, onions* (5%), carrots* (4%), parsnips* (3%), leeks* (1%), porcini powder*, Spices* (mace*, turmeric*, ginger*, allspice*, pepper*), herbs* [parsley* (0.5%), rosemary*, bay leaf*], garlic*",3 liters,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,,,,,,,,,,,,,,,,organic product,,,"Gluten, Eggs, Soybeans, Milk, Celery, Mustard, Sulfur Dioxide.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Barilla Pasta Sauce Ricotta,€4.19,"BAR. sauce Ric. Ricotta 400g , Barilla Deutschland GmbH / BARILLA division has provided the above information.",https://oda.com//de/products/46353-barilla-barilla-pasta-sauce-ricotta/,https://bilder.kolonial.no/local_products/a85e19c8-6837-4a85-b96c-05f60588ba8a.jpg?auto=format&fit=max&w=542&s=a86df1dfc57a5de21d2d54f1f0d57379,1.25g,3.40g,5g,6.80g,1.90g,5.80g,402kJ / 97kcal,,,,,"Tomatenfruchtfleisch 66%, Ricotta-Käse 13% (Molke (MILCH), Sahne (MILCH), MILCH, Salz), Tomatenmarkkonzentrat 9%, Zwiebel, pflanzliche
Öle (Olive, Sonnenblume), Grana Padano g. U. Käse (MILCH, Lysozym aus EI), Pecorino Romano g. U. Käse (SchafsMILCH), Salz, Aromen (MILCH), Petersilie, Zucker. ",400 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,1.80g,,,,,,,,,,,"Barilla Deutschland GmbH / BARILLA Division, Via Mantova 166, Parma, Italy",Italien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Maggi delicacy sauce for roasting,€3.29,"Anyone who likes to prepare meat dishes and wants to create the perfect sauce for meat is well equipped with Maggi Delikatess Sauce for roasts. Finely seasoned with tomatoes, onions and spices, the sauce is ideal for roasts as a basis for your own sauce creations. For large households and families, we recommend Maggi Delikatess Sauce for roasts in the practical storage jar. Maggi Delikatess Sauce for roasts: The perfect dark sauce for meat dishes , Maggi GmbH has provided the above information.",https://oda.com//de/products/46432-maggi-maggi-delikatess-sosse-zum-braten/,https://bilder.kolonial.no/local_products/1019a53e-e74e-4e69-a499-7da1b6fa1cb8.jpg?auto=format&fit=max&w=1000&s=c86421a2b5918eedc35142f90dbc955a,1.40g,0.70g,0.60g,,,,,,,,,"Jodsalz (Salz, Kaliumjodat), Reismehl, Stärke, Palmfett, Aromen(mit GERSTE), WEIZENMEHL, Hefeextrakt, Gewürze, Karamellzucker, Zucker, 3,5% Tomaten, Verdickungsmittel Guarkernmehl, Maltodextrin, Säuerungsmittel Citronensäure. Kann SELLERIE, EIER, MILCH, SENF und SOJA enthalten. ",3 liters,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,,,,,,0.60 g,0.90 g,0.90 g,111 kJ / 27 kcal,"Maggi GmbH, Julius-Bührer-Straße 8, 78224 Singen (Hohentwiel), Deutschland",Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Ostman Ras el Hanout,€2.39,"Ras el Hanout spice mix , DF World of Spices GmbH has provided the above information.",https://oda.com//de/products/50085-ostmann-ostmann-ras-el-hanout/,https://bilder.kolonial.no/local_products/8bd06e8c-097b-4187-bd87-1bef31590c07.jpg?auto=format&fit=max&w=546&s=cd62596fe643532a648e3e470eca3dae,0.19g,13.50g,7.30g,54.90g,1.30g,12.10g,1780kJ / 425kcal,,,"DF World of Spices GmbH, Dieter-Fuchs-Strasse 10, 49201 Dissen aTW, Germany",,"Coriander, Turmeric, Garlic, Ginger, Fenugreek Seed, Cumin, Fennel, Peppermint, Chili.",35 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,20.80g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07g,,,,,,,,,,,,,,,,
1051,Ostmann salt coarse,€2.99," , Ostmann Gewürze GmbH has provided the above information.",https://oda.com//de/products/50115-ostmann-ostmann-salz-grob/,https://bilder.kolonial.no/local_products/a6da808a-9683-49b0-9c98-e70fe9b6e285.png?auto=format&fit=max&w=705&s=9f7e9ee48576edb9de2946c6dd5dba62,,,,,,,,,,"Ostmann Gewürze GmbH, Dieter-Fuchs-Strasse 10, 49201 Dissen aTW, Germany",,Sea-salt.,175 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,"BIO COMPANY Organic rosemary, cut",€1.79," , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52537-bio-company-bio-company-bio-rosmarin-geschnitten/,https://bilder.kolonial.no/local_products/4e355755-08aa-47ee-b09d-f12a27f0cb04.jpg?auto=format&fit=max&w=450&s=3cd376491cb4a3e9e7ba305bb8d8f341,,,,,,,,,,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,cut rosemary*,25 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,,,,,,,,,,,,,,,,organic product,,,"Gluten, nuts, celery, mustard, sesame seeds.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,"BIO COMPANY organic vegetable bouillon refill pack, 220g",€2.49,"Finely flavored vegetable bouillon without added sugar or yeast extract - with at least 31% vegetable content for a hearty, aromatic taste. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52728-bio-company-bio-company-bio-gemuse-bouillon-nachfu/,https://bilder.kolonial.no/local_products/8cb2bccf-738f-4d8d-bf73-c4310796d262.jpg?auto=format&fit=max&w=450&s=15cd0b9a3e5f51e4f5fc3f240f126209,1.10g,0.50g,0.50g,0.50g,,0.50g,13kJ / 3kcal,,,,,"Meersalz (52 %), Zwiebeln (11 %)*, Reismehl*, Karotten (6 %)*, Pastinaken (4,5 %)*, Kürbispulver (4 %)*, Lauchpulver (3 %)*, SELLERIEknollenpulver (3 %)*, Fenchel*, Petersilie* (1 %), Muskatnuss*, Kurkuma*, Knoblauchpulver*, Liebstockblätter* (0,3 %), Lorbeerblätter* (0,3 %), Pfeffer* schwarz, Karottensaftpulver*, Liebstockwurzel* ",11 litres,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,,,,,,,,,,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,,,,,organic product,,,,,,,,,,,,,"Gluten, Eier, Sojabohnen, Milch, Senf, Schwefeldioxid.",,,,,,,,,,,,,,,,,
1054,Maggi Del.Doppelpack Soße zu Hackbraten,"1,29€","Maggi Sauce zu Hackbraten ist fein abgestimmt mit Zwiebeln, Tomaten, Karotten und geräuchertem Speck. Die Sauce ist unverändert super lecker, kann aber auch individuell mit weiteren Zutaten verfeinert werden. Verwirkliche mit Maggi eigene Saucenideen! Die ideale Sauce zu Hackbraten und anderen Fleischgerichten. Maggi Sauce zu Hackbraten verleiht Fleischgerichten einen leckeren deftigen Geschmack. Die Sauce passt perfekt zu Hackfleischgerichten wie Hackbraten, Frikadellen, Kohlrouladen, Leberknödel und Klopsen. Sie schmeckt aber auch fantastisch zu Bratwurst, Nudeln und Kartoffelpüree. Auch eigene Saucenvarianten lassen sich mit der Maggi Sauce zu Hackbraten zubereiten. , Maggi GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44812-maggi-maggi-del-doppelpack-sosse-zu-hackbraten/,https://bilder.kolonial.no/local_products/135177b4-bc85-4bc3-8722-1b4be6460f66.jpg?auto=format&fit=max&w=1000&s=ca6c17f0db57b7baba6d3d2d8dfacb98,,,,,,,,,,,,,,,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,,1 g,0.70 g,,1.20 g,1.20 g,0.40 g,0.40 g,115 kJ / 27 kcal,"Maggi GmbH, Julius-Bührer-Straße 8, 78224 Singen (Hohentwiel), Deutschland",,"Kartoffelstärke*, WEIZENMEHL*, Jodsalz (Salz, Kaliumjodat), 6% Zwiebeln*, Zucker*, Tomatenpulver*, Hefeextrakt, geräucherter Speck* (Speck, Salz, Rauch), Karamellzucker*, SELLERIE*, natürliche Aromen* (mit WEIZEN), 1,5% Karotten*, Gewürze* (Knoblauch, Pfeffer, Piment, Paprika, Kümmel), MILCHEIWEISSERZEUGNIS* , Sonnenblumenöl*. Kann EIER, SENF und SOJA enthalten. ",2 Stück,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Bad Reichenhall Alps salt,€0.75,"BRH AlpenSalz package 500 g , Südwestdeutsche Salzwerke AG has provided the above information.",https://oda.com//de/products/46889-bad-reichenhaller-bad-reichenhaller-alpen-salz/,https://bilder.kolonial.no/local_products/8cbeff92-cfb2-4eca-adc6-7ca06caee050.jpg?auto=format&fit=max&w=460&s=84506e9c6a581c6c221bc0861fa1e1b2,,,,,,,,,,"Südwestdeutsche Salzwerke AG, Salzgrund 67 74076 Heilbronn, Germany",Germany,"Evaporated salt, release agent sodium ferrocyanide",500 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Ostman Garam Masala,€2.39,"Garam Masala Spice Blend , DF World of Spices GmbH has provided the above information.",https://oda.com//de/products/50086-ostmann-ostmann-garam-masala/,https://bilder.kolonial.no/local_products/ef4879b1-d189-42c6-b1cf-6530c544f0f4.jpg?auto=format&fit=max&w=546&s=ed582c8b0be91bb949b4c4c0bc7cf69b,0.19g,9.60g,18.10g,44.50g,1g,6.70g,1342kJ / 320kcal,,,"DF World of Spices GmbH, Dieter-Fuchs-Strasse 10, 49201 Dissen aTW, Germany",,"Cinnamon, cardamom, pepper, anise, ginger, cumin, cloves.",30 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,21.80g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07g,,,,,,,,,,,,,,,,
1057,BIO COMPANY Organic Vegan Bolognese,€1.79,"Aromatic, vegan Bolognese sauce for quick cooking, made in Italy, based on sun-ripened tomatoes. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52809-bio-company-bio-company-bio-vegane-bolognese/,https://bilder.kolonial.no/local_products/0c48cbe9-60b7-4832-ad52-4dc342f80226.jpg?auto=format&fit=max&w=450&s=5db0f8975c3144fa355a2ca2fff216e4,1g,3.70g,5.40g,8.30g,,3.30g,345kJ / 82kcal,,,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,"Tomatoes*  (70  %),  SOYA*  (10  %),  onions*  (8  %),  carrots*  (6  %),  sunflower oil*,  sea salt,  spices* ",350 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,2.30g,,,,,,,,,,,,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Bad Reichenhall Alps iodine salt fluoride + folic acid,€0.89,"BRH AlpenJodSalz + fluoride + folic acid 500g package , Südwestdeutsche Salzwerke AG has provided the above information.",https://oda.com//de/products/45429-bad-reichenhaller-bad-reichenhaller-alpen-jodsalz/,https://bilder.kolonial.no/local_products/44612f65-4da9-4f74-b7d6-21d5cc50e2f6.jpg?auto=format&fit=max&w=460&s=29096276cbcfcd7560746a516a57f579,,,,,,,,,,"Südwestdeutsche Salzwerke AG, Salzgrund 67 74076 Heilbronn, Germany",Germany,"Evaporated salt, potassium fluoride, folic acid, potassium iodate, release agent sodium ferrocyanide.",500 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Maggi delicatessen cream sauce for roasts,€3.39,"With the Maggi cream sauce for roasts, cream schnitzel, roasts and many other meat dishes become delicious culinary highlights. Creamy and delicious - cream sauce for roasts Maggi cream sauce for roasts is ideal for lengthening, seasoning and thickening your own sauce creations. The creamy sauce tastes particularly delicious with roasts, sliced ​​meat, meatballs and medallions. , Maggi GmbH has provided the above information.",https://oda.com//de/products/47346-maggi-maggi-delikatess-rahmsosse-zu-braten/,https://bilder.kolonial.no/local_products/23c72d0b-2306-4d3f-a46e-7d019533c332.jpg?auto=format&fit=max&w=1000&s=c06779384978b61acabf75768a1018cc,1.20g,1.60g,1.30g,1.30g,2.30g,2.30g,,,,,,"WEIZENMEHL*, 22,5% SAHNEPULVER*, Kartoffelstärke*, Reismehl*, Hefeextrakt, Jodsalz (Salz, Kaliumjodat), Gewürze* (4,4% Zwiebeln, weißer Pfeffer, Knoblauchpulver), natürliche Aromen* (mit WEIZEN), Karamellzucker*, Zucker*, Würze* (aus WEIZEN), Salz*, Sonnenblumenöl*, Paprikaöl*. Kann EIER, SENF, SOJA und SELLERIE enthalten. ",1.50 liters,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,,,,,,,,,224kJ / 54kcal,"Maggi GmbH, Julius-Bührer-Straße 8, 78224 Singen (Hohentwiel), Deutschland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Ostmann Steakhouse Pepper Spice Preparation SD,€2.39,"Steakhouse pepper spice preparation , DF World of Spices GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50083-ostmann-ostmann-steakhouse-pfeffer-gewurzzubereitu/,https://bilder.kolonial.no/local_products/e59ddd48-4a54-4922-ba0d-64c0fc74e787.png?auto=format&fit=max&w=705&s=78a763bbe4ee55c4498f713ba20eba9f,,,,,,,,,,,,,,,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,13.66 g,34.15 g,6.60 g,8 g,5 g,35 g,0.60 g,3.70 g,867 kJ / 206 kcal,"DF World of Spices GmbH, Dieter-Fuchs-Straße 10, 49201 Dissen a.T.W., Deutschland",,"Steak-Pfeffer-Gewürz 60 % (Pfeffer, Paprika, Knoblauch, Zwiebeln, Piment, Thymian, Basilikum), Speisesalz, Trockenglucosesirup, Rapsöl.",50 Gramm,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,BIO COMPANY Organic Ricotta Tomato Sauce,€1.99,"Aromatic tomato sauce with ricotta for quick cooking, made in Italy, based on sun-ripened tomatoes. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52480-bio-company-bio-company-bio-tomatensauce-ricotta/,https://bilder.kolonial.no/local_products/9ef7c1a2-9263-4f69-9902-123c724a01aa.jpg?auto=format&fit=max&w=450&s=b3618993d1e1843b695af8cc9268b14f,1.03g,2.70g,4.90g,7.20g,,3.40g,308kJ / 74kcal,,,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,"Tomatoes*  (80  %),  RICOTTA*  (8  %), onions*,  paprika*,  extra virgin olive oil* ,  sea salt, basil*, corn starch*, black pepper*       ",350 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,1.50g,,,,,,,,,,,,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,"BIO COMPANY Organic nutmeg, whole",€2.99," , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52593-bio-company-bio-company-bio-muskatnuss-ganz/,https://bilder.kolonial.no/local_products/bd95e2cf-22e9-4f3e-91f6-496594211c79.png?auto=format&fit=max&w=450&s=26b5ab59655c8d635e2c0ff22784f333,,,,,,,,,,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,nutmegs*,6 pieces,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,,,,,,,,,,,,,,,,organic product,,,"Gluten, nuts, celery, mustard, sesame seeds.",,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Maggi sauce for roasts,€3.39,"Fancy a juicy roast with a delicious sauce? With Maggi sauce for roasts, everyone can create an individual dark sauce that goes perfectly with the meat dish. How it works? Use the sauce for roasts as a basis and let your imagination run wild while cooking. Realize individual sauce ideas now! The ideal sauce for roasts and other meat dishes A delicious, harmoniously seasoned dark sauce - the icing on the cake for roasts! However, Maggi sauce for roasts can do much more! Individually refined, the sauce also tastes great with Kasseler, roulades, schnitzels and sliced ​​meat. Every sauce idea is a success with Maggi! Simply stir the contents of a single packet of Maggi sauce for roasts into 250ml of hot water or any liquid using a whisk. Boil the sauce briefly. Refine the dark sauce with tomato paste, mustard, whipped cream or red wine. Complete! Pour the delicious sauce for the meat dish into a sauce jug or serve directly on the plate. Maggi sauce for roasts - Ideal for lengthening, seasoning and thickening your own sauce ideas - Particularly tasty with hearty meat dishes such as roasts, pork chops and roulades, schnitzels and sliced ​​meat - Creative, delicious recipe ideas for more inspiration and variety are on the packs and on maggi.de - Can be refined with tomato paste, mustard, whipped cream or red wine - quick and easy to prepare , Maggi GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44395-maggi-maggi-sauce-zu-braten/,https://bilder.kolonial.no/local_products/891b6083-78ac-4022-90ce-7b453421ed48.jpg?auto=format&fit=max&w=1000&s=282ef8fc7d9586a861e61158c0a2a29f,1.30g,0.60g,1.20g,4.30g,0.60g,1g,123kJ / 29kcal,,,,,,,,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,0.40g,,,,,,,,,,,"Maggi GmbH, Julius-Bührer-Strasse 8, 78224 Singen (Hohentwiel), Germany",,"WEIZENMEHL, Maltodextrin, Jodsalz (Salz, Kaliumjodat), Palmfett, Zucker, Hefeextrakt, Aromen (mit WEIZEN, GERSTE), Karamellzucker, Verdickungsmittel Guarkernmehl, Kartoffelstärke, Reismehl, Gewürze, Säuerungsmittel Citronensäure. Kann SELLERIE, EIER, MILCH, SENF und SOJA enthalten. ",3 Liter,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Bad Reichenhaller Alpen JodSalz mit Fluorid+Folsäure,"0,99€","BRH AlpenJodSalz + Fluorid + Folsäure 125 g Dose , Südwestdeutsche Salzwerke AG has provided the above information.",https://oda.com//de/products/45687-bad-reichenhaller-bad-reichenhaller-alpen-jodsalz/,https://bilder.kolonial.no/local_products/73db8c54-d7a2-4233-8214-c546a82b1b72.jpg?auto=format&fit=max&w=393&s=3ded1463ccaf08e663b669b52d7b9ed7,,,,,,,,,,"Südwestdeutsche Salzwerke AG, Salzgrund 67 74076 Heilbronn, Germany",,"Evaporated salt, potassium fluoride, folic acid, potassium iodate, release agent sodium ferrocyanide.",125 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Ostmann Tomato Mozzarella Seasoning Salt,€2.29,"Mozzarella - tomato seasoning salt , DF World of Spices GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50111-ostmann-ostmann-tomate-mozzarella-gewurzsalz/,https://bilder.kolonial.no/local_products/2275434e-64c1-47d1-9635-b540a93ea547.jpg?auto=format&fit=max&w=546&s=dcb673099e379ec65e11375855519d0a,,,,,,,,,,,,,,,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,33.31 g,83.30 g,3.60 g,6.70 g,1.80 g,4.90 g,0.40 g,1.70 g,262 kJ / 63 kcal,"DF World of Spices GmbH, Dieter-Fuchs-Straße 10, 49201 Dissen a.T.W., Deutschland",Deutschland,"Speisesalz, Basilikum, Petersilie, Oregano, Knoblauch, Thymian, Rapsöl.",60 Gramm,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
