,,,,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Unnamed: 6,country of origin,commercial class,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Country of origin,Trade class,Contents.1,Possible delivery times.1,Weight,Characteristics,supplier,Information about the offer,region,supplier.1,Region of origin,region of origin,variety,Quality,Description,trademark,trade class,mixing,Characteristics.1,Salt,protein,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,Ingredients/Ingredients,Freshness guarantee (minimum),Salt.1,Protein,fiber,Zucker,carbohydrates.1,hereof: saturated fatty acids.1,Fett,calorific value.1,Ingredients/Ingredients.1,Freshness guarantee (minimum).1,fiber.1,Information about the offer.1,May contain traces of,May contain traces of.1,storage,drained weight,storage.1,Variable weight,Description.1,drained weight.1,distributor,Notice,Polyunsaturated fatty acids,Monounsaturated fatty acids,particularities,weight class,grade,Size,Size.1,Delivery days,Freshness guarantee,Product InformationThe supplier has not provided us with detailed information about this product.View all Alpro products,sodium,deposit,deposit.1
623,,,,Oetker marmorette chocolate with splits in cream,€2.19,"Looking for a creamy, fluffy and crunchy dessert experience? Then dr. Oetker Marmorette Splits - chocolate pudding and cream just the thing! This is creamy pudding and fluffy cream marbled with crunchy, delicate chocolate chips. Sometimes creamy, sometimes fluffy-crunchy and again wonderfully creamy. For more fun while spooning! dr Oetker Marmorette - messing up is more fun! , dr Oetker Germany - Chilled provided the above information.",https://oda.com//de/products/46381-dr-oetker-oetker-marmorette-schoko-mit-splits-in-d/,https://bilder.kolonial.no/local_products/e50d8d9b-39c3-498e-81ea-925f90560377.jpg?auto=format&fit=max&w=1000&s=7f5decdfc240b3fe9def7837bc91f926,,,,400 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,,,,"Dr. Oetker Germany - Chilled, 33547 Bielefeld, Deutschland",Deutschland,,,,,,,,,0.18g,3.20g,15g,15g,,,,"VOLLMILCH, 20% SAHNE, Invertzuckersirup, Zucker, modifizierte Stärke (Tapioka, Mais), 1,5% fettarmer Kakao, 0,7% Schokoladensplits (Kakaomasse, Kakaobutter, Zucker), MAGERMILCHPULVER, Verdickungsmittel (Carrageen, Guarkernmehl, Pektine), Gelatine, Emulgator (E 472b), Salz, Aroma, Säuerungsmittel (Citronensäure). ",6 days,,,,,,8.40 g,8.40 g,656 kJ / 157 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,,,Oetker Paula-Pudding Typ Stracciatella mit Schokoflecken,"2,29€","Paula Type Stracciatella with ground chocolate and cool chocolate pudding ""Kuhflecken"" is a real highlight for all pudding fans. This variety combines delicious pudding type stracciatella with ground chocolate and cool ""cow spots"" made of chocolate pudding! A real highlight for all pudding fans! Protein source Protein source Protein source Protein source Protein source Protein source Protein source Protein source , dr Oetker Germany - Chilled provided the above information.",https://oda.com//de/products/46959-dr-oetker-oetker-paula-pudding-typ-stracciatella-m/,https://bilder.kolonial.no/local_products/19c53f96-802d-45be-803e-379d58162e85.jpg?auto=format&fit=max&w=1000&s=fe676af4cc4e62d3791907fc6949a1dd,,,,500 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,,,,"Dr. Oetker Germany - Chilled, 33547 Bielefeld, Deutschland",Deutschland,,,,,,,,,,,,,,,,"72% VOLLMILCH, 13% entrahmte MILCH, Zucker, modifizierte Stärke (Tapioka, Mais), 0,6% fettarmer Kakao, 0,5% gemahlene Schokolade (Kakaomasse, Kakaobutter, Zucker), MILCHEIWEISSERZEUGNIS, Verdickungsmittel (Carrageen, Pektine, Guarkernmehl), Aroma (enthält MILCH), Stabilisator (Natriumcarbonate), Säuerungsmittel (Citronensäure), Rainforest Alliance-zertifizierter Kakao. Mehr dazu unter ra. org. ",,0.13 g,3.50 g,,11 g,11 g,3.10 g,3.10 g,420 kJ / 100 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,,,Zott Monte Mega,€2.69,"The product is made from pasteurized milk. Two-layer milk dessert with chocolate and hazelnuts, layered with milk cream. , Zott SE & Co. KG has provided the above information.",https://oda.com//de/products/42259-zott-zott-monte-mega/,https://bilder.kolonial.no/local_products/6a52ee19-5ba8-45fc-a457-d059666eeb10.jpg?auto=format&fit=max&w=802&s=f811134efab8ee517c4812c95e45e521,,,,400 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,"Zott SE & Co. KG, Dr.-Steichele-Str. 2-4, 86690 Mertingen, Germany",,,,,Germany,,,,,,,,0.07g,2.60g,13.70g,15.70g,7.80g,11.80g,754kJ / 181kcal,"WHOLE MILK  (52%),  CREAM , sugar, modified starch, low-fat cocoa powder (0.7%), HAZELNUT Pulp (0.5%), chocolate powder (0.5%), starch, thickening agent: carrageenan, locust bean gum; guar gum; calcium citrates, aroma.                  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,,,Naturwert organic natural yoghurt 3.8% fat,€1.29,"Mild organic yoghurt, stirred until creamy. Species-appropriate animal husbandry with plenty of freedom of movement and grazing are guaranteed: the milk for NaturWert organic yoghurt comes from controlled organic farms. , Molkerei Söbbeke GmbH has provided the above information.",https://oda.com//de/products/45755-naturwert-bio-naturwert-bio-natur-joghurt-38-fett/,https://bilder.kolonial.no/local_products/52dafec9-13da-470c-9920-4eb1f2322c5b.jpg?auto=format&fit=max&w=706&s=d2b835bb6e6eb2ecc5210f61a9910ab4,,,,500 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,"Molkerei Söbbeke GmbH, Amelandsbrückenweg 131, D-48599 Gronau-Epe, Germany",,,,,Germany,,,,,,,,0.17g,5g,5.60g,5.60g,2.50g,3.80g,339kJ / 81kcal,YOGURT  mild. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,,,Alpro soya vanilla,€1.99,"Alpro Soy-Based Yoghurt Alternative, Vanilla, 500g - Naturally Low in Fat - Source of Calcium - High in Vegetable Protein Naturally low in fat. Calcium source Rich in vegetable protein , Danone GmbH - Germany has provided the above information.",https://oda.com//de/products/45795-alpro-alpro-soya-vanille/,https://bilder.kolonial.no/local_products/95ab1f46-8231-41f2-a70b-f7c1efff0904.jpg?auto=format&fit=max&w=1000&s=8c65c582a3cec8300c4178f40e18bf5d,,,,400 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,,,,"Danone GmbH - Germany, Richard-Reitzner-Allee 1, 85540 Haar, Germany",Belgien,,,,,,,,,0.20g,3.70g,7.50g,7.50g,0.40g,2.20g,280kJ / 66kcal,"SOJABASIS (Wasser, geschälte SOJABOHNEN (9,9%)), Zucker, Stabilisator (Pektine), Tricalciumphosphat, Säureregulatoren (Citronensäure, Natriumcitrate), Karottenextrakt, Meersalz, natürliches Vanille-Aroma, Aromen, Vanillepulver (0,03%), Antioxidationsmittel (stark tocopherolhaltige Extrakte, Fettsäureester der Ascorbinsäure), Vitamine (B2, B12, D2), Joghurtkulturen (Str. thermophilus, L. bulgaricus) ",2 days,,,,,,,,,,,0.90g,,,Nüssen.,,,,,,,,,,,,,,,,,,,0.07g,,
628,,,,Zott Monte Chocolate,€0.99,"The product is made from pasteurized milk., Two-layer milk dessert with chocolate and hazelnuts, layered with a milk cream , Zott SE & Co. KG has provided the above information.",https://oda.com//de/products/50608-zott-monte-zott-monte-schoko/,https://bilder.kolonial.no/local_products/cc94b2a4-2594-4e9f-8472-84807a67478b.jpg?auto=format&fit=max&w=1000&s=2e3498cc7ed0726418822267ac2a3b46,,,,150 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,"Zott SE & Co. KG, Dr.-Steichele-Str. 2-4, 86690 Mertingen, Germany",,,,,Germany,,,,,,,,0.10g,2.60g,13.60g,15.50g,8.10g,12.20g,762kJ / 183kcal,"WHOLE MILK  (52%),  CREAM , sugar, modified starch, low-fat cocoa powder (0.7%), HAZELNUT Pulp (0.5%), chocolate powder (0.5%), starch, thickening agent: carrageenan, locust bean gum, guar gum; calcium citrates, aroma.                  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,,,,Danone Activia Natural 3.5% fat,€2.65,"Danone ACTIVIA® Natural 3.5% 4 x 115g = 460g , Danone GmbH - Germany hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46004-activia-danone-activia-natur-35-fett/,https://bilder.kolonial.no/local_products/6fa98e82-b3ba-455b-a5e8-0a89d5e11cf7.jpg?auto=format&fit=max&w=1000&s=c517e68264b79f8c25d70296c1d23072,,,,,,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,460 Gramm,daily,,,,,,"Danone GmbH - Germany, Richard-Reitzner-Allee 1, 85540 Haar, Deutschland",Deutschland,,,,,,,,,,,,,,,,,,0.18 g,4.90 g,,5.70 g,5.70 g,2.30 g,3.50 g,310 kJ / 74 kcal,"JOGHURT, 3,5 % Fett. Mit Bifidus Kultur ActiRegularis®. Kann GLUTENHALTIGE GETREIDE und SCHALENFRÜCHTE enthalten. ",4 Tage,,,,"Gluten, Nüssen.",,,,,,,,,,,,,,,,,,,,,
630,,,,Every day natural yoghurt 1.5%,€0.85,"Natural yoghurt, low-fat, 1.5% fat. Mild, creamy stirred. , Privatmolkerei Bauer GmbH & Co. KG has provided the above information.",https://oda.com//de/products/46244-jeden-tag-jeden-tag-naturjoghurt-15/,https://bilder.kolonial.no/local_products/830930b2-b39a-44a8-aeb2-e44e80258dc2.jpg?auto=format&fit=max&w=731&s=7728f475c3ba90ff5d061cc969b4e662,,,,500 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,"Privatmolkerei Bauer GmbH & Co. KG, Molkerei-Bauer-Strasse 1-10, 83512 Wasserburg am Inn, Germany",,,,,,,,,,,,,0.10g,4.30g,5.30g,5.30g,1.50g,1.50g,219kJ / 52kcal,Low-fat  YOGURT . ,5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,,,Dolce Italia Tiramisu 2x85g,€2.19,"Dolce Italia Tiramisù 2x85g alcohol content: 1.5%. , Emmi Dessert Italia S.p.A. hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50590-dolce-italia-dolce-italia-tiramisu-2x85g/,https://bilder.kolonial.no/local_products/8920742f-2413-4485-b038-c57af26e637b.jpg?auto=format&fit=max&w=1000&s=9f90bc68e96b4b54ecaaf4f29b9ffd16,,,,,,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,170 Gramm,daily,,,,,,"Emmi Dessert Italia S.p.A., Via Cascinetta 44, 28013 Gattico-Veruno (NO)",Italien,,,,,,,,,,,,,,,,,,0.14 g,4.40 g,1.30 g,20 g,31 g,2.70 g,8.80 g,975 kJ / 232 kcal,"Wasser, Glukosesirup, Biskuit (WEIZENMEHL, EIER, Zucker, Emulgator: Mono- und Diglyceride von Speisefettsäuren, Backtriebmittel: Diphosphate - Natriumcarbonate), MAGERMILCHPULVER, Sonnenblumenöl, Mascarponefrischkäse 5,1 % (SAHNE, MILCH, Säureregulator: Milchsäure), EIER, Zucker, LAKTOSE, Marsalawein 1,4 %, Ethylalkohol, Kakaopulver, flüssiges Zitrus-Pektin, Instant-Kaffee 0,5 %, Verdickungsmittel: Carrageen, natürliche Aromen (enthalten MILCH; EIER), MILCHEIWEIẞ, Emulgator: Mono- und Diglyceride von Speisefettsäuren, Kaffee-Extrakt. ",6 Tage,,,,,,,,,,,,,,,,,,,,,,,,,
632,,,,Bauer Seraphos yogurt Greek style,€1.69,"Best before at +8°C: see above , Privatmolkerei Bauer GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46254-bauer-bauer-seraphos-joghurt-griechischer-art/,https://bilder.kolonial.no/local_products/e17937f9-d346-496b-ac0e-dc8a30067b53.jpg?auto=format&fit=max&w=1000&s=82cf16bfb9b3441ec2291ba086c99da6,,,,,,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,4 Stück,daily,,,,,,"Privatmolkerei Bauer GmbH & Co. KG, Molkerei-Bauer-Straße 1–10, 83512 Wasserburg am Inn, Deutschland",Deutschland,,,,,,,,,,,,,,,,,,0.02 g,5.20 g,,4 g,4 g,3.50 g,5 g,341 kJ / 82 kcal,JOGHURT mild mit 5% Fett. ,6 Tage,,,,,,,,,,,,,,,,,,,,,,,,,
633,,,,Müller Froop peach passion fruit,€0.69,"What a tasty treat: Müller Froop peach and passion fruit really turns the taste buds upside down with sensationally delicious fruit puree on creamy yoghurt! , Molkerei Alois Müller GmbH & Co. KG has provided the above information.",https://oda.com//de/products/46319-muller-muller-froop-pfirsich-maracuja/,https://bilder.kolonial.no/local_products/21242282-f927-425d-8570-b5b23b09918e.jpg?auto=format&fit=max&w=813&s=ed5fd6a412db3f72beae7fea17baae80,,,,150 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,"Molkerei Alois Müller GmbH & Co. KG, Zollerstrasse 7, 86850 Fischach-Aretsried, Germany",,,,,Germany,,,,,,,,0.16g,3.80g,16.40g,16.40g,2.20g,2.20g,453kJ / 108kcal,"63 % JOGHURTERZEUGNIS, Wasser, Zucker, 9,2 % Pfirsichpüree* aus Pfirsichpüreekonzentrat, 3 % Maracujasaft* aus Maracujasaftkonzentrat, modifizierte Stärke, Speisegelatine (Schwein) Säureregulator Natriumcitrate, Säuerungsmittel Citronensäure, Emulgator E 472 b, Farbstoff Kurkumin, Paprikaextrakt; Schaummittel Stickstoff, Stärke, Aroma (enthält MILCH). *Frucht im Endprodukt: 12,2 % ",5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,,,,Ehrmann semolina dream peach,€0.36,"Loosely whipped semolina dessert underlaid with a fruity peach preparation in a 115g pot. , Ehrmann GmbH has provided the above information.",https://oda.com//de/products/51119-ehrmann-ehrmann-griess-traum-pfirsich/,https://bilder.kolonial.no/local_products/af3ced4b-7728-4f50-b8bb-ff903c9be297.jpg?auto=format&fit=max&w=1000&s=a25a3f7d3d4b57a1791cd2d7040867ab,,,,115 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,,,,"Ehrmann GmbH, A.-Ehrmann-Strasse 2, 87770 Oberschönegg, Germany",Deutschland,,,,,,,,,0.13g,3.10g,17.50g,20.50g,2g,3.10g,516kJ / 122kcal,"entrahmte MILCH, Glukose-Fruktosesirup, Pfirsiche, SAHNE, Zucker, Wasser, 4% HARTWEIZENGRIESS, modifizierte Stärke, Speisegelatine, Verdickungsmittel: Pektine, Carrageen, Guarkernmehl, Johannisbrotkernmehl; Emulgator E 471, WEIZENSTÄRKE, Aroma, Farbstoff Carotin, Salz. KANN SPUREN VON SOJA ENTHALTEN. Mit Stickstoff aufgeschlagen. ",,,,,,,,,,,,,,,Sojabohnen.,,,,,,,,,,,,,,,,,,,,,
635,,,,Fage Total 0.2% Fat Greek.Natural Yoghurt,€1.55,"Delicious and creamy, but surprisingly fat-free, this fat-free strained yoghurt doesn't sacrifice flavor or texture. Without additives and preservatives. , Alkemics - Fage International SA has provided the above information.",https://oda.com//de/products/47110-fage-fage-total-02-fett-griech-naturjoghurt/,https://bilder.kolonial.no/local_products/c2008bd4-afa3-40b3-bf20-f11c117f11a0.jpg?auto=format&fit=max&w=1000&s=48d19327b8025fef390832b2c9b5ea77,,,,170 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,"Alkemics - Fage International SA, FAGE International SA, 145, Rue du Kiem, Ist Floor, L-8030 Strassen, Grand Duchy of Luxembourg",,,,,,,,,,,,,0.10g,10.30g,3g,3g,0.20g,0.20g,234kJ / 56kcal,"Skimmed  MILK , live yoghurt cultures.   ",6 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,,,,Ehrmann semolina dream chocolate,€0.36,"Loosely whipped semolina dessert underlaid with chocolate sauce in a 115g pot. , Ehrmann GmbH has provided the above information.",https://oda.com//de/products/51120-ehrmann-ehrmann-griess-traum-schoko/,https://bilder.kolonial.no/local_products/8313e6f5-86d6-4b3e-8e6a-71dfa5745b31.jpg?auto=format&fit=max&w=1000&s=65818e7d1e20e857c8b3999fd305ef74,,,,115 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,"Ehrmann GmbH, A.-Ehrmann-Strasse 2, 87770 Oberschönegg, Germany",,,,,Germany,,,,,,,,0.13g,3.10g,17.50g,20.50g,2g,3.10g,516kJ / 122kcal,"entrahmte MILCH, Wasser, Glukose-Fruktosesirup, SAHNE, Zucker, 4 % HARTWEIZENGRIESS, 1,9 % Schokolade (Kakaopulver, Zucker, Kakaomasse, Kakaobutter), VOLLMILCHPULVER, modifizierte Stärke, Speisegelatine, Verdickungsmittel Carrageen, Emulgator E 471, WEIZENSTÄRKE, Aroma, Farbstoff: Carotin, Salz. KANN SPUREN VON SOJA ENTHALTEN. Mit Stickstoff aufgeschlagen. ",,,,,,,,,,,,,,soybeans.,,,,,,,,,,,,,,,,,,,,,,
637,,,,Söbbeke Organic Cream Kefir Mango-Vanilla,€0.99,"Wir arbeiten zu 100 % ohne künstliche Farbstoffe. Tabu sind auch jede Art von Aromastoffen. Und wir sind konsequent gentechnikfrei. , Molkerei Söbbeke GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47144-sobbeke-sobbeke-bio-sahnekefir-mango-vanille/,https://bilder.kolonial.no/local_products/716b698e-2797-4075-8b05-399895fd56f1.jpg?auto=format&fit=max&w=1000&s=071d43eb9f6c3a2ab3b149a4669f1f3d,,,,,,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,150 Gramm,daily,,organic product,,,,"Molkerei Söbbeke GmbH, Amelandsbrückenweg 131, D-48599 Gronau-Epe, Germany",Deutschland,,,,,,,,,0.12g,2.80g,11.90g,11.90g,5.40g,8.20g,556kJ / 133kcal,,,,,,,,,,,"SAHNEKEFIR mild*, 8,5% Mango*, Rübenzucker*, Zitronensaft* (aus Zitronensaftkonzentrat*), Verdickungsmittel Johannisbrotkernmehl*, Maisstärke*, 0,03 % Bourbonvanilleschotenextrakt* *aus kontrolliert ökologischer Erzeugung ",6 Tage,0.30g,,,,,,,,,,,,,,,,,,,,,,,,
638,,,,Müller Vegan Rice Vanilla,€1.09,"MÜLLER Vegan Coconut Rice Vanilla 180g , Molkerei Alois Müller GmbH & Co. KG has provided the above information.",https://oda.com//de/products/51142-muller-muller-vegan-reis-vanille/,https://bilder.kolonial.no/local_products/ac8b2845-0b7c-42e0-bf38-cc8a1d40184c.jpg?auto=format&fit=max&w=1000&s=9815d685ef2ed7f4373d58069572f23d,,,,180 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,"Molkerei Alois Müller GmbH & Co. KG, Zollerstrasse 7, 86850 Fischach-Aretsried, Germany",,,,Germany,,,,,,,,,0.17g,1.10g,8.40g,16.70g,3.80g,4.10g,461kJ / 110kcal,"Wasser, 17% Kokosmilch, 8% Reis, Zucker, Reissirup, Reismehl, Stärke, färbendes Pflanzenkonzentrat Karotte, Verdickungsmittel Guarkernmehl, Johannisbrotkernmehl, Carrageen; Stabilisator Calciumchlorid, 0,3% natürliches Vanillearoma, Speisesalz, Zitrusfasern, extrahierte Vanillesamen, Aroma. KANN SPUREN VON GLUTENHALTIGEM GETREIDE, SOJA, MILCH UND EI ENTHALTEN. ",5 days,,,,,,,,,,,,,,"Gluten, Eier, Sojabohnen, Milch.",,,,,,,,,,,,,,,,,,,,,
639,,,,Müller Vegan Rice Chocolate,€1.09,"MÜLLER Coconut-based Vegan Rice Chocolate 180g , Molkerei Alois Müller GmbH & Co. KG has provided the above information.",https://oda.com//de/products/51143-muller-muller-vegan-reis-schoko/,https://bilder.kolonial.no/local_products/e41728cf-a43f-4f9c-8ea3-f271dea53e6f.jpg?auto=format&fit=max&w=1000&s=3c756d3e61f887ff075a59a472b41d28,,,,180 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,"Molkerei Alois Müller GmbH & Co. KG, Zollerstrasse 7, 86850 Fischach-Aretsried, Germany",,,,,Germany,,,,,,,,0.17g,1.20g,8.70g,16.90g,3.90g,4.20g,468kJ / 111kcal,"Wasser, 17% Kokosmilch, 8% Reis, Zucker, Reissirup, Schokoladenpulver* (Zucker, Kakao), Reismehl, Stärke, Schokolade*, Verdickungsmittel Guarkernmehl, Johannisbrotkernmehl, Carrageen; Stabilisator Calciumchlorid, Speisesalz, Zitrusfasern, Aroma. * Kakao- und Schokoladenerzeugnisse im Endprodukt: 1,9%. KANN SPUREN VON GLUTENHALTIGEM GETREIDE, SOJA, MILCH UND EI ENTHALTEN. ",5 days,,,,,,,,,,,,,,"Gluten, Eggs, Soybeans, Milk.",,,,,,,,,,,,,,,,,,,,,
640,,,,Müller Vegan Rice Cinnamon,€1.09,"MÜLLER Coconut-based Vegan Rice Cinnamon 180g , Molkerei Alois Müller GmbH & Co. KG has provided the above information.",https://oda.com//de/products/51144-muller-muller-vegan-reis-zimt/,https://bilder.kolonial.no/local_products/3a8b560e-6803-490e-b8df-84f3f0d3e447.jpg?auto=format&fit=max&w=1000&s=74d317788d09792b02f80e8d6fc0423e,,,,180 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,,,,"Molkerei Alois Müller GmbH & Co. KG, Zollerstraße 7, 86850 Fischach-Aretsried, Deutschland",Deutschland,,,,,,,,,0.17g,1.10g,8.80g,17.10g,3.80g,4.10g,463kJ / 110kcal,"Wasser, 17% Kokosmilch, 8% Reis, Zucker, Reissirup, Reismehl, Stärke, Zimt, Karamellzuckersirup, Verdickungsmittel Guarkernmehl, Johannisbrotkernmehl, Carrageen; Stabilisator Calciumchlorid, Speisesalz, Zitrusfasern, Aroma. KANN SPUREN VON GLUTENHALTIGEM GETREIDE, SOJA, MILCH UND EI ENTHALTEN. ",5 days,,,,,,,,,,,,,,"Gluten, Eier, Sojabohnen, Milch.",,,,,,,,,,,,,,,,,,,,,
641,,,,Zott Monte White,€2.69,"The product is made from pasteurized milk. , Zott SE & Co. KG has provided the above information.",https://oda.com//de/products/51753-zott-zott-monte-white/,https://bilder.kolonial.no/local_products/41d3432d-c6eb-4557-9ec9-8d31331138e1.jpg?auto=format&fit=max&w=1000&s=6f9752372b434e1526693b7577d5a281,,,,400 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,"Zott SE & Co. KG, Dr.-Steichele-Str. 2-4, 86690 Mertingen, Germany",,,,,Germany,,,,,,,,0.07g,2.40g,11.10g,12.90g,9.20g,13.50g,765kJ / 184kcal,"WHOLE MILK  (50%),  CREAM , sugar, modified starch, starch, thickening agent: carrageenan, locust bean gum, guar gum; 
calcium citrates, aroma.           ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,,,Alpro soya more fruit red fruit with dates,€1.99,"Alpro Fermented soy product, red fruits with dates, no added sugar 400g , Alpro CVA has provided the above information.",https://oda.com//de/products/47436-alpro-alpro-soja-mehr-frucht-rote-fruchte-mit-datt/,https://bilder.kolonial.no/local_products/4437fa26-96d8-45e8-9833-5b75652dd709.jpg?auto=format&fit=max&w=809&s=293a579cd2411471bbf44ce4021e06b3,,,,400 grams,daily,"cheese, eggs and dairy products","Yoghurt, desserts & alternatives",oda,,,,,,,,,,"Alpro C.V.A., Vlamingstraat 28, 8560 Wevelgem, Belgium",Belgien,,,,,,,,,,,,,,,,"ZUTATEN: SOJABASIS (Wasser, geschälte SOJABOHNEN (9,5%)), Rote Früchtemischung (Kirschsaft aus Fruchtsaftkonzentrat (4,2%), Erdbeere (3,2%), Erdbeersaft aus Fruchtsaftkonzentrat (3,1%), Kirsche (2%)), Dattelmischung (6,2%) (Saft aus Fruchtsaftkonzentrat (4,1%), Frucht (2,1%)), Säureregulatoren (Citronensäure, Natriumcitrate), Stabilisator (Pektine), Tricalciumphosphat, Karottenextrakt, Meersalz, Antioxidationsmittel (stark tocopherolhaltige Extrakte, Fettsäureester der Ascorbinsäure), Aromen, Vitamine (B2, B12, D2), Joghurtkulturen (S. thermophilus, L. bulgaricus) ",2 days,0.23 g,3.70 g,1.10 g,5.70 g,6.60 g,0.40 g,2.10 g,274 kJ / 65 kcal,,,,,,Nüssen.,,,,,,,,,,,,,,,,,,,,,
